## name,t90,t90_error,t50,t50_error,flux_64,flux_64_error,dec,error_radius,relative_peak_time,relative_peak_time_error,t50_t90,t50_t90_error,cut_t90,cut_peak_time,cut_duration_ratio,cut_flux64,cut_dec,passes_all_cuts
GRB181128751,17.664,1.619,9.728,1.619,4.9764,1.1237,-66.74,5.09,0.07246376811594202,0.006641691608905692,0.5507246376811593,0.1046356303349008,False,True,True,True,False,False
GRB181203880,41.217,2.573,25.857,0.923,6.1392,1.3597,-11.04,5.72,0.16769779459931583,0.010468651903438864,0.6273382342237427,0.04511253646186334,False,True,True,True,False,False
GRB181206970,89.088,2.919,57.344,1.864,5.5231,1.4191,-6.94,6.73,0.07183908045977011,0.0023538330174891,0.6436781609195403,0.029708249082293914,False,True,True,True,False,False
GRB181208188,62.465,4.167,27.904,0.724,6.3271,1.8302,-66.66,2.47,0.2581925878491955,0.01722386157956612,0.44671415992956054,0.03197468275099318,False,False,True,True,False,False
GRB181212693,57.601,1.305,4.864,0.572,72.2569,3.4976,-3.7,2.28,0.017777469141160743,0.00040276379280246473,0.08444297842051353,0.010112990080666809,False,True,False,False,True,False
GRB181215110,37.438,4.364,9.728,0.572,11.2505,1.475,-18.37,3.63,0.035819221112238904,0.004175305329713407,0.259842940328009,0.03392419312140998,False,True,True,True,False,False
GRB181216551,43.52,21.262,5.888,0.572,4.7559,0.955,46.8,5.42,0.18823529411764706,0.09196366782006919,0.13529411764705881,0.06739296152117262,False,True,True,True,False,False
GRB181217665,42.497,3.328,9.216,0.724,11.0369,1.3238,29.9,1.8,0.20481445749111704,0.01603930899899846,0.21686236675530035,0.02405530377030416,False,True,True,True,True,False
GRB181221565,15.616,3.167,6.4,1.145,5.5729,2.3526,60.62,6.06,0.27868852459016397,0.0565193748320344,0.4098360655737705,0.11083564572663923,False,False,True,True,False,False
GRB181222279,130.691,0.516,68.481,0.202,89.6972,2.9028,-38.848,0.13,0.20764245433886036,0.0008198231434364412,0.5239917056262481,0.002582460613474697,False,False,True,False,False,False
GRB181222841,0.576,0.023,0.112,0.023,628.069,7.8313,22.86,1.6,0.19444444444444445,0.007764274691358025,0.19444444444444448,0.04067841231486514,True,True,True,False,True,False
GRB181224987,1.088,0.487,0.192,0.326,6.964,1.735,-36.3,12.52,0.058823529411764705,0.02633001730103806,0.1764705882352941,0.3098692873272897,True,True,True,True,False,False
GRB181225489,41.473,2.862,11.776,2.828,5.4543,0.8552,-9.48,0.13,0.0493815253297326,0.0034077574685625516,0.28394377064596243,0.07094843480534696,False,True,True,True,True,False
GRB181225786,1.792,1.286,0.192,0.181,9.6764,1.2022,76.26,6.61,0.07142857142857142,0.051259566326530615,0.10714285714285714,0.12694043434071,True,True,True,True,False,False
GRB181226600,5.12,1.379,2.56,0.81,3.6102,0.96,18.1,10.86,0.15,0.040400390625,0.5,0.2077587316264147,False,True,True,True,True,False
GRB181227262,13.184,0.202,4.288,0.181,127.425,5.1347,-56.12,1.0,0.3300970873786408,0.005057616174945803,0.32524271844660196,0.01460519035703148,False,False,True,False,False,False
GRB181227571,25.856,3.84,16.64,1.145,5.9186,1.4025,1.27,19.01,0.08910891089108909,0.013233996666993429,0.6435643564356436,0.10533929808736164,False,True,True,True,False,False
GRB181228120,17.664,0.32,9.152,0.202,18.3521,1.5064,13.2021,0.0005,0.26449275362318836,0.004791535391724427,0.5181159420289855,0.014794422539014451,False,False,True,False,True,False
GRB181231144,36.865,3.665,20.736,1.145,5.7535,1.6729,0.61,0.24,0.26388173063881726,0.02623427486209861,0.5624847416248474,0.06396696443813223,False,False,True,True,True,False
GRB181231359,3.072,0.923,2.048,0.724,5.2878,1.3869,-46.44,19.75,0.08333333333333333,0.025037977430555556,0.6666666666666666,0.3092980887308222,True,True,True,True,False,False
GRB181231954,28.929,2.36,14.592,1.145,3.9418,0.8766,75.36,18.76,0.12388952262435618,0.010106788115506258,0.5044073421134502,0.057094615800979485,False,True,True,True,False,False
GRB190102258,122.112,7.442,60.416,4.471,4.9905,1.5577,16.69,4.73,0.11320754716981132,0.0068993265693603895,0.4947589098532495,0.04743163262447662,False,True,True,True,True,False
GRB190106866,11.773,0.571,4.096,0.362,26.4245,1.8034,6.71,1.0,0.2389365497324386,0.01158861546735942,0.3479147201223138,0.035074151318878456,False,False,True,False,True,False
GRB190107050,67.584,4.924,47.36,18.241,3.9657,1.1987,-22.17,18.7,0.13257575757575757,0.009659135746671255,0.7007575757575757,0.27468762860105034,False,True,True,True,False,False
GRB190109217,123.902,11.449,48.129,3.238,4.3907,1.0779,38.1081,0.0006,0.11567206340494908,0.010688523622889558,0.3884440929121402,0.0443995239855672,False,True,True,True,True,False
GRB190109497,8.192,2.996,2.816,0.923,3.8175,0.9466,63.5919,0.0006,0.31250000000000006,0.11428833007812501,0.34375,0.16881805723645102,False,True,True,True,False,False
GRB190110726,8.96,0.81,3.072,0.572,16.9853,1.4269,-53.676,0.05,0.2571428571428572,0.023246173469387756,0.3428571428571428,0.07096575300812646,False,False,True,False,False,False
GRB190114873,116.354,2.563,6.912,0.345,344.341,3.9524,-26.939,0.05,0.014301184316826237,0.0003150208450420755,0.059404919469893604,0.003240995639131749,False,True,False,False,False,False
GRB190117369,35.585,3.974,17.664,5.776,4.3393,1.0593,-20.57,6.35,0.32373190951243497,0.03615317151615615,0.496388927919067,0.17152076354608256,False,False,True,True,False,False
GRB190118937,0.576,0.453,0.448,0.231,16.9679,4.4185,77.14,3.42,0.11111111111111112,0.08738425925925927,0.7777777777777779,0.731436154391455,True,True,True,False,False,False
GRB190119249,34.304,9.319,9.984,1.086,4.1712,1.8311,-59.82,5.98,0.23134328358208953,0.06284655024782802,0.291044776119403,0.08516755754169016,False,True,True,True,False,False
GRB190122305,54.016,3.338,15.36,0.923,8.946,1.2551,48.12,0.91,0.05687203791469195,0.0035144931605309857,0.2843601895734597,0.02451071649154729,False,True,True,True,True,False
GRB190123513,16.896,6.085,6.4,1.95,2.9204,0.9969,45.5253,0.0007,0.28787878787878785,0.10367793704086316,0.3787878787878788,0.17868933098099637,False,True,True,True,True,False
GRB190129515,8.704,1.379,3.584,0.81,6.5802,1.833,-31.887,0.16,0.08823529411764705,0.01397937391868512,0.4117647058823529,0.11364929894871718,False,True,True,True,False,False
GRB190129539,9.984,5.62,5.376,0.572,419.452,166.065,39.11,6.2,0.15384615384615385,0.0866000986193294,0.5384615384615385,0.3084674282808394,False,True,True,False,True,False
GRB190131109,49.92,4.924,18.176,1.717,4.9725,1.2219,23.7,8.75,0.1487179487179487,0.01466921433267587,0.36410256410256403,0.049727798860565824,False,True,True,True,True,False
GRB190131964,63.232,7.697,21.76,1.379,3.9757,1.0729,35.54,2.16,0.1214574898785425,0.014784575841269321,0.3441295546558705,0.04722663764204982,False,True,True,True,True,False
GRB190202069,18.432,1.056,4.864,0.572,21.3241,1.5584,9.3779,0.0002,0.18055555555555555,0.010344328703703706,0.2638888888888889,0.03451983964096101,False,True,True,False,True,False
GRB190202234,97.536,2.172,38.144,0.923,5.2273,1.3085,44.11,2.11,0.32808398950131235,0.007306004195341723,0.39107611548556426,0.012860563114834375,False,False,True,True,True,False
GRB190202634,17.152,4.048,5.12,1.846,4.8197,1.1972,5.73,9.36,0.4477611940298507,0.10567498329249274,0.29850746268656714,0.12863336405998604,False,False,True,True,True,False
GRB190204627,41.216,0.923,16.896,0.724,4.5853,0.974,-16.15,8.8,0.4161490683229813,0.009319332057019403,0.40993788819875776,0.01982021440952454,False,False,True,True,False,False
GRB190205938,98.05,5.03,41.729,0.81,9.7308,2.1662,-45.43,7.17,0.26109127995920445,0.013394075861242206,0.42558898521162675,0.023343515254959164,False,False,True,True,False,False
GRB190212482,17.92,0.923,15.872,0.572,7.3103,1.3119,-6.54,13.98,0.014285714285714285,0.0007358099489795918,0.8857142857142857,0.05567825234647942,False,True,False,True,False,False
GRB190215772,23.296,0.81,8.448,0.362,11.1247,1.1915,37.45,1.19,0.15384615384615385,0.005349218089602706,0.3626373626373627,0.020011215972931897,False,True,True,True,True,False
GRB190217188,11.52,2.187,5.632,0.572,4.4257,0.8317,-18.74,8.96,0.26666666666666666,0.050625,0.4888888888888889,0.10525948174534863,False,False,True,True,False,False
GRB190218330,50.177,0.923,22.016,0.724,10.0141,1.5798,16.45,1.2,0.173465930605656,0.0031908853448596062,0.4387667656496004,0.016532871374363226,False,True,True,True,True,False
GRB190220844,108.544,1.28,45.312,1.619,4.7318,1.4168,-21.1314,0.0333,0.4268867924528302,0.0050340423638305445,0.41745283018867924,0.01570698311102383,False,False,True,True,False,False
GRB190222312,13.824,1.379,4.096,0.362,11.484,2.2203,-40.53,3.86,0.18518518518518515,0.018472972393689984,0.2962962962962963,0.03948830654212956,False,True,True,True,False,False
GRB190222537,13.312,2.318,4.864,0.572,20.6734,3.3342,60.94,1.5,0.09615384615384616,0.016743135170118346,0.3653846153846154,0.07677444799054821,False,True,True,False,False,False
GRB190226515,0.192,0.132,0.16,0.072,11.0941,1.1355,-8.61,5.11,0.16666666666666666,0.11458333333333334,0.8333333333333334,0.6847324345643665,True,True,True,True,False,False
GRB190228973,50.944,6.085,28.928,0.572,6.8089,1.2334,-9.94,3.77,0.1758793969849246,0.02100789358223277,0.5678391959798995,0.06874856171014151,False,True,True,True,False,False
GRB190303240,64.768,6.085,21.504,0.724,8.2089,1.5045,16.77,8.44,0.1541501976284585,0.014482521500882688,0.33201581027667987,0.033135580004412836,False,True,True,True,True,False
GRB190304371,62.208,2.36,46.08,0.923,6.3485,1.2183,31.4,1.66,0.0205761316872428,0.0007806017036698336,0.7407407407407407,0.03177812822030355,False,True,False,True,True,False
GRB190304818,2.88,0.547,0.832,0.091,28.9045,4.0259,-74.84,2.65,0.5555555555555556,0.105516975308642,0.28888888888888886,0.06331644846427063,True,False,True,False,False,False
GRB190306943,180.483,6.964,21.76,2.29,6.3275,1.3832,-0.38,2.55,0.1205653718078711,0.00465205725342561,0.12056537180787111,0.01351411991930781,False,True,True,True,True,False
GRB190307151,75.521,2.187,41.985,1.619,14.2079,1.3532,-18.93,1.69,0.17965863799472995,0.005202704430482572,0.5559380834469883,0.026809792653002134,False,True,True,False,False,False
GRB190308923,45.568,2.828,29.952,2.757,6.9799,0.9983,-21.73,10.29,0.022471910112359553,0.0013946313596768086,0.6573033707865169,0.07297038658429465,False,True,True,True,False,False
GRB190310398,59.393,0.923,4.608,0.362,25.9315,1.7399,12.12,1.2,0.8189685653191453,0.012727223507645198,0.07758490057750912,0.006213106959766631,False,False,False,False,True,False
GRB190311600,12.544,5.278,5.376,1.448,10.014,2.2271,53.5004,0.0005,0.22448979591836732,0.09445608600583089,0.4285714285714286,0.21410775464296786,False,True,True,True,False,False
GRB190312446,12.8,1.557,5.632,0.572,8.3367,1.3803,25.48,4.49,0.18000000000000002,0.021895312499999996,0.43999999999999995,0.06972491491400777,False,True,True,True,True,False
GRB190315512,29.184,0.923,10.752,0.724,6.862,1.2524,-11.15,2.11,0.17543859649122806,0.005548582256078793,0.368421052631579,0.02740824977738126,False,True,True,True,False,False
GRB190319353,13.886,0.831,4.352,0.362,19.6433,1.4236,-4.81,3.26,0.07813625234048684,0.004676020862375382,0.3134091891113352,0.032115336100275664,False,True,True,False,True,False
GRB190319375,21.76,1.557,5.888,0.362,7.81,1.2063,-7.53,1.17,0.07058823529411765,0.005050821799307957,0.27058823529411763,0.025526937152519462,False,True,True,True,True,False
GRB190320052,43.009,8.738,21.248,1.145,3.1489,0.8593,-45.89,0.05,0.22023297449371065,0.044744024067661266,0.4940361319723779,0.10384234603189885,False,True,True,True,False,False
GRB190321363,55.809,1.619,17.664,1.619,8.9094,1.3441,6.62,4.11,0.35320468024870544,0.010246346956989985,0.3165080900929958,0.030428038840334244,False,False,True,True,True,False
GRB190323179,4.736,0.453,1.664,0.842,6.0567,1.2189,75.0,6.54,0.08108108108108109,0.007755432797662529,0.35135135135135137,0.18093561591800045,False,True,True,True,False,False
GRB190323303,30.465,4.612,14.208,0.487,5.2283,0.9755,2.84,2.07,0.17646479566715903,0.02671444732043123,0.46637124569177746,0.07238954700123315,False,True,True,True,True,False
GRB190323548,1.28,1.864,0.768,0.572,3.8041,0.8296,-3.88,12.13,0.2,0.29125,0.6,0.9813950927760949,True,True,True,True,False,False
GRB190323879,38.401,0.572,15.872,0.362,25.9774,1.5499,10.26,1.07,0.13999635426160778,0.002085308055457921,0.41332256972474674,0.01125918683193755,False,True,True,False,True,False
GRB190324348,52.225,1.493,15.616,0.362,11.6552,1.1366,12.02,1.0,0.11764480612733362,0.003363211020547805,0.29901388224030634,0.011005334842958762,False,True,True,False,True,False
GRB190324947,26.881,9.941,5.12,0.572,21.1833,1.4252,-47.239,0.05,0.12380491797180163,0.045784929487655966,0.19046910457200253,0.07358230872660884,False,True,True,False,False,False
GRB190325999,316.933,5.146,193.027,6.661,7.144,1.3305,15.27,2.16,0.017770317385693506,0.0002885343377520762,0.6090467070327167,0.023227341492772006,False,True,True,True,True,False
GRB190326314,55.809,0.81,19.968,0.572,9.7451,1.1169,68.32,1.26,0.577971294952427,0.008388552902067156,0.35779175401816915,0.011489705558968404,False,False,True,True,False,False
GRB190326975,20.736,1.28,7.68,1.086,4.0901,1.0951,58.93,4.59,0.09876543209876543,0.006096631611034903,0.37037037037037035,0.0571453064461854,False,True,True,True,False,False
GRB190327111,36.864,1.448,16.896,1.639,55.1246,27.3631,-74.67,1.72,0.13194444444444445,0.005182713638117284,0.45833333333333337,0.047967360308715956,False,True,True,False,False,False
GRB190330694,36.097,0.81,22.016,0.572,7.9757,0.8755,20.6,2.55,0.04964401473806687,0.0011139887508057225,0.6099121810676786,0.02093830081548031,False,True,True,True,True,False
GRB190331093,4.8,0.771,1.088,0.231,10.8356,1.2207,27.619,0.05,0.04,0.006425,0.22666666666666668,0.06034552478113942,False,True,True,True,True,False
GRB190401139,42.753,2.573,11.52,0.572,17.6639,1.7882,30.97,1.0,0.08981825836783383,0.00540552426216725,0.2694547751035015,0.021023311793149074,False,True,True,False,True,False
GRB190404293,9.472,1.999,2.816,1.493,4.9948,2.0064,55.42,11.62,0.5405405405405407,0.1140773374726078,0.2972972972972973,0.16965101718187872,False,False,True,True,False,False
GRB190406450,11.776,3.114,5.632,0.923,4.6043,1.0766,20.39,11.52,0.26086956521739135,0.0689833412098299,0.47826086956521735,0.14878813827923967,False,True,True,True,True,False
GRB190406465,15.104,3.238,3.84,2.521,7.874,1.6901,61.5,7.09,0.288135593220339,0.06177059393852342,0.2542372881355932,0.17558298569942762,False,False,True,True,False,False
GRB190406745,80.384,3.338,28.672,4.167,5.9292,1.4786,26.79,5.46,0.15923566878980894,0.006612368909489229,0.356687898089172,0.05391321549427997,False,True,True,True,True,False
GRB190407575,58.88,1.864,50.688,1.28,5.172,1.3281,-64.14,6.3,0.03043478260869565,0.000963492438563327,0.8608695652173913,0.03486143594906112,False,True,False,True,False,False
GRB190407672,17.664,3.367,4.864,0.923,5.036,1.1204,40.61,4.54,0.10144927536231883,0.019337619460197436,0.27536231884057966,0.07406325336997945,False,True,True,True,True,False
GRB190407788,2.432,0.779,0.576,0.181,30.7464,1.6136,-7.95,2.66,0.1842105263157895,0.05900493421052632,0.23684210526315788,0.10627441523548141,True,True,True,False,False,False
GRB190409901,1.6,2.673,0.512,0.373,4.659,1.3179,-33.13,13.65,0.19999999999999996,0.3341249999999999,0.32,0.5832190202874046,True,True,True,True,False,False
GRB190411407,18.688,2.636,6.4,1.305,5.2344,0.7313,-36.27,4.8,0.5616438356164384,0.07922159410771253,0.34246575342465757,0.08491060474183595,False,False,True,True,False,False
GRB190411579,60.928,5.91,24.832,1.639,5.583,0.9652,48.63,3.18,0.06302521008403361,0.006113428827413319,0.4075630252100841,0.04781778565301048,False,True,True,True,False,False
GRB190415173,52.481,0.81,19.968,0.572,30.1421,1.5592,17.43,1.0,0.06341342581124598,0.00097873277771211,0.38048055486747584,0.012380517885402391,False,True,True,False,True,False
GRB190419414,212.741,0.724,201.732,0.572,7.9628,1.664,-40.13,3.51,0.022863481886425275,7.780898315685222e-05,0.948251629916189,0.0042003922470483165,False,True,False,True,False,False
GRB190420981,1.472,0.551,0.768,0.231,6.2043,0.9531,-66.41,2.04,0.08695652173913043,0.03254962192816636,0.5217391304347826,0.2505354748635758,True,True,True,True,False,False
GRB190422284,80.386,0.724,52.481,0.572,17.6095,2.3823,-73.01,1.81,0.14967780459283955,0.0013480796472671343,0.6528624387331128,0.009230791638885887,False,True,True,False,False,False
GRB190422670,20.736,1.81,8.448,0.362,7.516,2.3418,-54.95,7.96,0.4567901234567901,0.03987220888584057,0.40740740740740744,0.03961566552996844,False,False,True,True,False,False
GRB190422957,213.252,10.746,70.913,7.03,6.2352,1.2658,-60.238,0.05,0.4465796334852663,0.022503632985541387,0.3325314651210774,0.03698001219932666,False,False,True,True,False,False
GRB190425089,7.68,4.167,4.096,2.064,3.1763,1.0956,-15.21,14.88,0.30000000000000004,0.16277343750000003,0.5333333333333333,0.3949233509492697,False,True,True,True,False,False
GRB190427190,0.368,0.072,0.064,0.082,18.8148,1.9619,40.322,0.05,0.0,0.0,0.17391304347826086,0.2254091066276633,True,True,True,False,True,False
GRB190428783,16.64,2.828,5.632,0.572,5.6167,1.0932,15.85,2.59,0.24615384615384614,0.041834319526627216,0.3384615384615384,0.06701076698945582,False,False,True,True,True,False
GRB190429743,22.272,4.291,11.264,2.064,3.283,1.2625,-8.0,8.0,0.14942528735632185,0.028788788974765497,0.5057471264367817,0.13447130074949656,False,True,True,True,False,False
GRB190501794,424.967,13.44,156.931,3.125,4.7103,1.6477,-22.0,11.04,0.4602404421990413,0.014555557356583253,0.36927808512190363,0.013801018739959568,False,False,True,True,False,False
GRB190502168,11.776,1.864,6.4,1.557,5.7483,1.2683,3.29,3.81,0.17391304347826086,0.027528355387523636,0.5434782608695653,0.1577406412740227,False,True,True,True,True,False
GRB190504415,77.568,4.238,33.28,2.187,3.8607,0.9542,39.57,7.85,0.26402640264026406,0.01442532867148101,0.4290429042904291,0.036666392376492205,False,False,True,True,True,False
GRB190504678,0.704,0.528,0.256,0.181,5.0404,1.0374,33.01,7.65,0.4545454545454545,0.3409090909090909,0.36363636363636365,0.37480894323746483,True,True,True,True,True,True
GRB190505051,0.032,0.025,0.016,0.011,8.408,1.1311,42.18,9.54,0.0,0.0,0.5,0.5203383064170848,True,True,True,True,False,False
GRB190507270,84.993,3.899,51.201,1.864,5.5073,1.4374,-12.8,4.82,0.04216817855588107,0.0019344384618660397,0.6024143164731214,0.035280196478909204,False,True,True,True,False,False
GRB190507712,0.096,0.705,0.064,0.091,4.032,0.8313,-61.88,15.03,0.3333333333333333,2.4479166666666665,0.6666666666666666,4.986755461692724,True,True,True,True,False,False
GRB190507970,36.352,2.862,14.592,0.81,7.5853,1.329,-22.82,1.19,0.17605633802816903,0.013860949588375327,0.40140845070422543,0.038668342744011326,False,True,True,True,False,False
GRB190508808,37.633,1.056,12.8,0.724,5.2992,1.5881,23.53,2.12,0.12244572582573805,0.0034358856979772906,0.3401270161826057,0.02147574714352256,False,True,True,True,True,False
GRB190508987,119.808,9.798,67.84,3.78,3.7656,0.9753,27.04,11.01,0.16025641025641027,0.013105905345989483,0.5662393162393162,0.056034100129359804,False,True,True,True,True,False
GRB190510120,69.633,1.717,41.985,1.145,4.9675,1.0511,-53.07,1.17,0.21690864963451237,0.005348500731297772,0.60294687863513,0.022168054511905504,False,False,True,True,False,False
GRB190510430,0.64,0.091,0.384,0.143,8.8894,0.8451,33.55,3.54,0.2,0.028437499999999998,0.6,0.23917052297994415,True,True,True,True,True,True
GRB190511302,27.648,1.145,15.872,1.145,17.516,1.7791,-20.2598,0.0011,0.25925925925925924,0.010736829132373112,0.5740740740740741,0.04775247727271552,False,False,True,False,False,False
GRB190512611,28.16,1.81,16.128,1.448,5.1123,1.4016,-7.574,0.05,0.15454545454545457,0.009933496900826448,0.5727272727272728,0.06323933739823098,False,True,True,True,True,False
GRB190515190,1.264,0.471,0.224,0.091,8.1743,0.8857,29.276,0.907,0.13924050632911392,0.05188471398814292,0.17721518987341772,0.09769197423026085,True,True,True,True,True,True
GRB190517813,4.861,0.809,1.792,0.362,17.376,1.7456,25.77,1.2,0.1573750257148735,0.026191400082973187,0.36864842624974287,0.0964883582063931,False,True,True,False,True,False
GRB190519309,43.521,0.362,23.552,0.572,40.4729,2.3839,-38.8052,0.0006,0.39410859125479647,0.0032781257331917077,0.5411640357528549,0.013892527690811484,False,False,True,False,False,False
GRB190525032,0.896,0.202,0.448,0.143,8.0021,0.7541,5.45,4.04,0.14285714285714285,0.03220663265306123,0.5,0.1953922031251294,True,True,True,True,True,True
GRB190530430,18.432,0.362,7.424,0.362,203.531,3.2421,35.44,0.2,0.4444444444444445,0.008728780864197531,0.40277777777777785,0.021172987347058442,False,False,True,False,True,False
GRB190531312,57.089,0.923,7.168,0.724,6.1512,1.0068,16.35,2.18,0.08520030128396014,0.0013774961566167775,0.12555833873425704,0.012843395279896612,False,True,True,True,True,False
GRB190531568,0.32,0.943,0.048,0.086,3.6159,1.3579,38.86,18.06,0.05,0.14734375,0.15,0.5173182661346518,True,True,True,True,False,False
GRB190531840,38.145,0.923,13.824,0.362,34.1906,1.8281,-41.97,0.11,0.2952942718573863,0.0071452775704382646,0.3624066063704286,0.012921339300912311,False,False,True,False,False,False
GRB190601325,0.64,0.749,0.256,0.143,7.0909,0.9167,54.59,8.28,0.1,0.11703125,0.4,0.5187150778907916,True,True,True,True,False,False
GRB190603795,22.528,4.291,10.752,1.145,4.9801,1.1486,40.91,5.86,0.125,0.023809259588068187,0.47727272727272735,0.10415145215032143,False,True,True,True,True,False
GRB190604446,31.998,9.476,5.376,0.362,17.1945,1.3189,46.37,1.0,0.0959122445152822,0.028403788643878183,0.16801050065629103,0.05102519468627645,False,True,True,False,True,False
GRB190605974,3.584,0.516,1.536,0.345,5.2199,1.3517,4.79,6.76,0.17857142857142858,0.025709502551020405,0.42857142857142855,0.11433917677439376,True,True,True,True,True,True
GRB190606080,0.224,0.036,0.096,0.036,119.089,2.7156,-0.68,3.0,0.2857142857142857,0.04591836734693877,0.42857142857142855,0.17485193355299786,True,False,True,False,True,False
GRB190607071,37.888,1.846,13.312,0.724,4.4393,0.9815,-45.6,4.16,0.3310810810810811,0.016131114750730462,0.35135135135135137,0.025655469745887508,False,False,True,True,False,False
GRB190608009,85.25,6.026,33.025,2.064,4.2906,1.1735,-31.42,2.21,0.10510263929618767,0.007429307969487706,0.3873900293255132,0.03655154714491678,False,True,True,True,False,False
GRB190609315,97.538,4.529,22.272,0.81,3.9833,0.8718,-50.79,1.94,0.3018310812196272,0.014014978437569887,0.2283417744878919,0.01346773446696826,False,False,True,True,False,False
GRB190610750,37.889,4.924,10.752,0.572,18.3382,1.6285,42.42,1.21,0.13513156852912453,0.017561504485138407,0.28377629391116155,0.039849512591281534,False,True,True,False,True,False
GRB190610834,3.072,2.36,1.28,0.724,4.4964,1.1966,-15.93,11.23,0.1666666666666666,0.12803819444444436,0.4166666666666667,0.3974981859546222,True,True,True,True,False,False
GRB190611950,100.61,0.572,69.633,0.572,43.9035,2.7461,53.12,1.0,0.11959049796242918,0.0006799101961485884,0.6921081403439021,0.006914184671714902,False,True,True,False,False,False
GRB190612165,144.896,3.367,84.736,12.056,5.2696,1.5889,62.1,9.3,0.04240282685512368,0.0009853296020676998,0.5848056537102474,0.08430693799458396,False,True,True,True,False,False
GRB190613172,17.149,1.493,7.936,0.724,4.3601,1.4152,67.233,0.05,0.2536007930491574,0.022078604234788732,0.4627675083095224,0.058357182658620124,False,False,True,True,False,False
GRB190613449,4.864,0.923,2.048,0.362,9.6148,1.1953,-4.664,0.005,0.4210526315789474,0.07989958448753463,0.4210526315789474,0.10919215310214343,False,False,True,True,True,False
GRB190615636,16.896,1.379,5.376,0.724,8.4469,1.9418,49.38,2.32,0.45454545454545453,0.03709861398071625,0.3181818181818182,0.05010534373015405,False,False,True,True,False,False
GRB190619018,177.92,4.471,45.056,1.639,4.3785,1.0362,12.86,2.05,0.4546762589928058,0.011425683194451636,0.25323741007194245,0.011196310120404932,False,False,True,True,True,False
GRB190619595,134.914,1.639,19.712,1.379,13.373,1.6653,20.16,1.82,0.31878826511703756,0.0038727927904207466,0.1461078909527551,0.010374299683865839,False,False,True,False,True,False
GRB190620507,51.713,0.572,18.176,0.724,18.4192,1.6464,30.48,1.16,0.09405758706708175,0.0010403755303767092,0.3514783516717266,0.014530110320323562,False,True,True,False,True,False
GRB190622368,31.744,0.923,9.984,0.923,5.282,1.2546,-53.62,22.89,0.26612903225806456,0.007738063784469304,0.31451612903225806,0.03048057583839184,False,False,True,True,False,False
GRB190623461,9.728,0.923,3.584,1.056,10.198,1.6149,-23.33,4.12,0.2631578947368421,0.024968620152354574,0.368421052631579,0.11404209980374491,False,False,True,True,False,False
GRB190626254,23.808,4.471,7.936,1.28,5.025,1.4846,-41.11,6.25,0.15053763440860213,0.028270067348826453,0.3333333333333333,0.08251677382453491,False,True,True,True,False,False
GRB190627481,8.96,3.566,3.84,2.36,4.7592,1.2899,-8.89,23.65,0.1714285714285714,0.06822704081632652,0.4285714285714285,0.31379787134369125,False,True,True,True,False,False
GRB190628521,19.2,2.757,8.96,1.28,6.2174,2.1488,-77.07,6.39,0.25333333333333335,0.03637708333333334,0.46666666666666673,0.09452428463778356,False,False,True,True,False,False
GRB190630257,0.224,0.187,0.096,0.045,14.1657,1.1468,-1.33,7.65,0.14285714285714285,0.11926020408163265,0.42857142857142855,0.4103229295924789,True,True,True,False,True,False
GRB190707285,36.353,2.429,12.544,0.81,9.4425,1.2517,-30.98,2.02,0.18309355486479795,0.012233770108838174,0.3450609303221192,0.03206310821193126,False,True,True,True,False,False
GRB190707308,34.304,9.148,13.312,1.305,7.2496,1.3842,-9.52,4.88,0.18656716417910446,0.04975269408554243,0.38805970149253727,0.11025642827910817,False,True,True,True,False,False
GRB190708365,27.392,8.002,10.24,1.28,3.74,1.2086,-1.3,7.21,0.17757009345794394,0.05187338959734476,0.3738317757009346,0.11878465966943963,False,True,True,True,True,False
GRB190712018,1.792,0.462,1.152,0.286,3.4582,1.3097,-38.41,9.21,0.2857142857142857,0.07366071428571429,0.6428571428571428,0.23008740285033974,True,False,True,True,False,False
GRB190712095,6.4,1.056,2.048,0.923,8.2192,1.6881,56.15,7.59,0.12,0.019799999999999998,0.32,0.15358023261983458,False,True,True,True,False,False
GRB190714573,66.049,0.81,26.625,0.572,7.2957,1.7007,-6.1,1.95,0.0813941164892731,0.0009981867152615666,0.4031098124119971,0.009971898242076437,False,True,True,True,True,False
GRB190716019,61.184,6.582,16.384,1.639,4.2892,1.1952,16.47,6.25,0.43096234309623427,0.04636169819330893,0.2677824267782427,0.03933774666334969,False,False,True,True,True,False
GRB190716917,6.909,0.923,1.792,0.572,13.1693,1.4063,-0.83,6.43,0.18483137936025476,0.02469233798661386,0.25937183383991896,0.08974928108861235,False,True,True,False,True,False
GRB190719113,84.738,3.114,38.401,0.724,6.3638,1.2051,-30.81,5.22,0.21751752460525386,0.00799345714579953,0.4531733106752579,0.018717309688957223,False,False,True,True,False,False
GRB190719499,54.529,2.064,17.92,1.086,4.2057,1.0659,6.7,3.09,0.1690109849804691,0.006397305525494474,0.3286324707953566,0.02348150762211066,False,True,True,True,True,False
GRB190719624,175.62,3.083,55.297,2.202,13.5957,1.8192,12.977,0.05,0.33090194738640244,0.005808966540213408,0.31486732718369204,0.013702751168809668,False,False,True,False,True,False
GRB190720613,6.144,0.572,2.304,0.362,59.9685,2.3033,41.78,1.16,0.20833333333333337,0.019395616319444448,0.37499999999999994,0.06848602672475346,False,True,True,False,True,False
