## name,t90,t90_error,t50,t50_error,flux_64,flux_64_error,dec,error_radius,relative_peak_time,relative_peak_time_error,t50_t90,t50_t90_error,cut_t90,cut_peak_time,cut_duration_ratio,cut_flux64,cut_dec,passes_all_cuts
GRB160818198,6.4,0.923,2.304,0.81,10.6771,1.3626,-19.22,4.81,0.39999999999999997,0.05768749999999999,0.35999999999999993,0.136797744893008,False,False,True,True,False,False
GRB160818230,2.176,0.905,0.256,1.032,8.1791,2.0465,37.4,7.76,0.8235294117647058,0.3425064878892733,0.11764705882352941,0.476782033057684,True,False,True,True,True,False
GRB160819852,33.536,1.493,6.656,0.572,21.701,1.5937,-22.347,0.05,0.5954198473282443,0.026507688217469846,0.19847328244274806,0.01920912155652596,False,False,True,False,False,False
GRB160820496,0.448,0.143,0.192,0.143,12.8839,1.0113,24.933,2.3,0.14285714285714285,0.045599489795918366,0.42857142857142855,0.34727536802887077,True,True,True,False,True,False
GRB160821857,43.009,0.724,12.288,0.362,130.463,2.8546,42.343,0.05,0.27975540003255156,0.004709314553315988,0.2857076425864354,0.009694052744230575,False,False,True,False,True,False
GRB160821937,1.088,0.977,0.384,0.202,9.1617,1.1926,62.393,0.05,0.0,0.0,0.3529411764705882,0.3673105841201075,True,True,True,True,False,False
GRB160822672,0.04,0.385,0.008,0.018,295.758,42.807,3.584,0.54,0.2,1.925,0.2,1.9768978223469216,True,True,True,False,True,False
GRB160824598,3.456,0.389,1.536,0.091,16.35,1.6825,68.14,1.0,0.25925925925925924,0.02918167009602195,0.4444444444444445,0.05653224932912486,True,False,True,False,False,False
GRB160825799,6.144,0.362,2.56,0.362,18.0297,1.2892,8.16,6.0,0.20833333333333334,0.012274848090277778,0.4166666666666667,0.06382921006944443,False,True,True,False,True,False
GRB160826938,1.792,0.773,0.64,0.181,4.1098,1.0212,-1.02,14.45,0.28571428571428575,0.12324617346938778,0.35714285714285715,0.1842163997112951,True,True,True,True,False,False
GRB160827586,51.2,4.048,24.064,1.639,7.7412,2.4375,-55.91,2.34,0.15,0.011859374999999997,0.47,0.04904660322305436,False,True,True,True,False,False
GRB160827616,6.4,1.846,2.048,1.145,5.6175,1.2971,6.38,15.51,0.36000000000000004,0.1038375,0.32,0.2013125338598233,False,False,True,True,True,False
GRB160827837,24.576,5.849,6.656,1.305,4.0384,1.1264,31.06,5.83,0.27083333333333337,0.06445736355251737,0.2708333333333333,0.08351301660847378,False,False,True,True,True,False
GRB160829334,0.512,0.202,0.256,0.091,5.3299,0.9115,-55.883,0.45,0.125,0.04931640625000001,0.5,0.26552445247713297,True,True,True,True,False,False
GRB160831411,50.689,2.318,18.176,1.864,5.1337,1.1849,24.09,2.51,0.12120972992167926,0.0055429018911095605,0.3585787843516344,0.04026362164192806,False,True,True,True,True,False
GRB160905471,33.537,1.379,10.496,0.923,19.851,1.4208,-50.8014,0.05,0.19846736440349466,0.008160732788037665,0.3129677669439723,0.03038188617243591,False,True,True,False,False,False
GRB160908136,156.672,21.722,102.912,4.7,4.6959,1.3646,2.39,6.86,0.14542483660130717,0.020162621914915205,0.6568627450980392,0.09588523529525181,False,True,True,True,True,False
GRB160909061,18.432,1.864,8.192,0.81,6.4164,1.2643,-51.16,2.69,0.33333333333333337,0.03370949074074075,0.4444444444444445,0.06285962374167563,False,False,True,True,False,False
GRB160910722,24.32,0.362,3.584,0.362,82.2917,2.0274,39.0668,0.001,0.1473684210526316,0.002193559556786704,0.1473684210526316,0.015045630975177483,False,True,True,False,True,False
GRB160912350,32.705,13.057,11.776,0.724,6.9244,1.0102,-60.04,5.31,0.10762880293533099,0.04296924873648118,0.3600672680018346,0.14544621587076506,False,True,True,True,False,False
GRB160912521,84.481,0.923,36.353,0.923,10.6559,1.5836,24.74,3.57,0.37272286076159145,0.004072196120819461,0.4303097737952913,0.011894120633521172,False,False,True,True,True,False
GRB160912674,48.128,5.221,18.432,1.448,3.3453,0.9902,57.5655,0.005,0.1276595744680851,0.013848708408782256,0.3829787234042553,0.051295946845219396,False,True,True,True,False,False
GRB160917456,14.592,1.448,3.072,0.362,6.7633,0.9849,20.93,3.73,0.4385964912280701,0.043523007079101256,0.21052631578947367,0.0324326720489343,False,False,True,True,True,False
GRB160917479,19.456,5.638,8.96,0.572,7.3127,0.9678,46.4032,0.001,0.06578947368421052,0.01906461002423823,0.46052631578947373,0.1366522925948954,False,True,True,True,True,False
GRB160917921,10.752,3.167,4.864,1.379,3.6076,1.2903,22.95,19.54,0.11904761904761904,0.03506545847505669,0.45238095238095233,0.18494492629942214,False,True,True,True,True,False
GRB160919613,62.465,3.665,23.808,1.81,6.4919,1.3537,-80.21,4.87,0.24999599775874487,0.014667979377023934,0.38114143920595533,0.0366020511013416,False,False,True,True,False,False
GRB160919858,79.104,2.318,23.04,1.864,3.7012,1.5158,21.44,3.23,0.042071197411003236,0.001232820534975545,0.2912621359223301,0.02506198003114685,False,True,True,True,True,False
GRB160920249,15.616,5.894,3.84,0.81,6.8232,1.3917,1.35,4.44,0.06557377049180328,0.02474973125503897,0.2459016393442623,0.10632242110991931,False,True,True,True,True,False
GRB160921087,48.897,0.81,36.097,0.572,7.5138,1.4469,-22.68,6.35,0.06282594024173263,0.001040738932773042,0.7382252489927807,0.016923166052927305,False,True,False,True,False,False
GRB160922856,20.736,4.944,3.84,1.28,3.2541,0.9194,43.57,10.05,0.18518518518518517,0.044152949245541834,0.18518518518518517,0.07589385801220154,False,True,True,True,False,False
GRB160924253,74.496,14.117,52.48,3.238,3.4366,1.1805,71.32,11.9,0.05498281786941581,0.010419249890766527,0.7044673539518901,0.14039442832217422,False,True,True,True,False,False
GRB160925221,50.944,7.718,25.856,0.923,2.6251,0.9288,-20.42,5.45,0.10050251256281406,0.015226099088406858,0.507537688442211,0.07899752198337719,False,True,True,True,False,False
GRB160928825,6.141,0.572,2.048,0.572,19.1563,1.7024,8.14,3.19,0.2079465885035011,0.01936906833154252,0.3334961732616838,0.09818765703818565,False,True,True,False,True,False
GRB160929529,4.608,0.724,2.56,0.362,3.1665,0.782,22.79,9.26,0.11111111111111112,0.017457561728395063,0.5555555555555556,0.11743373613620474,False,True,True,True,True,False
GRB161001045,2.24,0.232,1.024,0.181,17.6131,1.2547,-57.2613,0.001,0.3428571428571428,0.03551020408163265,0.45714285714285713,0.09365334893651243,True,False,True,False,False,False
GRB161004964,12.8,0.572,5.12,0.362,18.9837,1.8789,-39.895,0.005,0.19999999999999996,0.008937499999999996,0.39999999999999997,0.03345660960950017,False,True,True,False,False,False
GRB161005977,19.456,1.639,7.168,1.28,4.6251,1.3657,11.1,4.34,0.09210526315789475,0.007759073104224377,0.368421052631579,0.07274274049437923,False,True,True,True,True,False
GRB161007009,30.72,2.919,15.616,2.111,2.8421,1.2266,7.81,11.42,0.1,0.009501953125,0.5083333333333333,0.08399483158358756,False,True,True,True,True,False
GRB161009651,92.16,4.104,32.512,0.923,5.6046,1.2182,12.55,4.35,0.049999999999999996,0.0022265625000000002,0.3527777777777778,0.01863053126281345,False,True,True,True,True,False
GRB161012214,11.008,1.379,4.864,0.923,4.462,1.2367,17.56,12.69,0.23255813953488375,0.02913314629529476,0.4418604651162791,0.10047117894066906,False,False,True,True,True,False
GRB161012416,44.288,3.328,13.568,1.493,3.2182,0.9493,13.58,7.14,0.29479768786127164,0.02215242741154064,0.3063583815028902,0.04082175744072453,False,False,True,True,True,False
GRB161012637,6.4,3.114,1.792,0.923,5.4487,1.3103,-74.28,8.18,0.12,0.05838749999999999,0.27999999999999997,0.19839280293854536,True,True,True,True,False,False
GRB161013948,34.816,2.769,11.264,0.923,2.5227,0.5114,-7.86,5.02,0.0661764705882353,0.005263173456423011,0.32352941176470584,0.036944694780172094,False,True,True,True,False,False
GRB161014522,36.609,1.493,13.824,0.572,9.4022,1.2863,7.4686,0.0005,0.1538419514327078,0.006274031890765459,0.3776120626075555,0.02193818812930471,False,True,True,True,True,False
GRB161015400,0.192,0.847,0.064,0.072,6.5109,1.3984,58.2,15.13,0.16666666666666666,0.7352430555555556,0.3333333333333333,1.5175488140322466,True,True,True,True,False,False
GRB161015710,15.104,0.362,9.728,0.362,16.3508,1.326,30.19,0.21,0.1016949152542373,0.002437338408503304,0.6440677966101696,0.028508062309444287,False,True,True,False,True,False
GRB161017745,37.888,10.861,10.24,1.81,9.8148,2.0925,43.142,0.05,0.37837837837837834,0.10846620480277576,0.2702702702702703,0.09102037920325298,False,False,True,True,True,False
GRB161020024,12.288,4.471,3.328,0.572,4.1278,0.9529,-54.7687,0.033,0.37499999999999994,0.136444091796875,0.2708333333333333,0.10898425587029753,False,False,True,True,False,False
GRB161020759,24.32,1.557,11.52,0.572,28.5765,1.6496,-75.65,1.2,0.10526315789473684,0.006739092797783934,0.47368421052631576,0.03837758849640027,False,True,True,False,False,False
GRB161020767,22.078,0.602,9.472,0.81,11.9995,1.2747,-58.23,3.61,0.09552495697074011,0.0026046754278641884,0.42902436814928885,0.038507983452838415,False,True,True,False,False,False
GRB161022114,26.368,6.323,7.168,4.471,6.3321,2.6795,54.349,0.0006,0.44660194174757284,0.10709435974172873,0.2718446601941748,0.18166064868918358,False,False,True,True,False,False
GRB161026373,0.112,0.21,0.048,0.051,5.8574,1.0767,41.85,11.68,0.14285714285714285,0.26785714285714285,0.42857142857142855,0.9236217669410713,True,True,True,True,False,False
GRB161105417,41.473,1.086,17.152,6.405,11.3278,1.2287,-65.2167,5.7167,0.41357027463651047,0.01082963176657706,0.4135702746365105,0.1548170641074674,False,False,True,False,False,False
GRB161106499,10.752,0.362,5.12,0.362,18.2426,1.1923,64.88,1.5,0.16666666666666666,0.005611359126984126,0.47619047619047616,0.03729053830569646,False,True,True,False,False,False
GRB161106786,12.544,2.862,1.792,0.572,6.312,1.2553,-60.65,6.59,0.40816326530612246,0.09312526030820491,0.14285714285714285,0.05605061951319763,False,False,True,True,False,False
GRB161109263,23.552,1.379,6.4,0.572,18.6845,1.3254,61.8,0.3,0.3586956521739131,0.02100209342509452,0.27173913043478265,0.02903433648539916,False,False,True,False,False,False
GRB161110179,1.792,0.923,1.28,0.923,2.9362,0.7151,-60.62,8.98,0.14285714285714285,0.07358099489795919,0.7142857142857143,0.6329676515848489,True,True,True,True,False,False
GRB161111197,118.528,2.673,108.544,0.923,5.1946,1.3253,32.6,4.5,0.02591792656587473,0.0005844915776068367,0.9157667386609071,0.022071404599369356,False,True,False,True,True,False
GRB161112496,71.422,2.187,35.328,0.923,8.7762,3.2912,8.58,5.8,0.03580129371902215,0.0010962648674568262,0.4946375066506119,0.019910206600766048,False,True,True,True,True,False
GRB161115745,0.032,2.24,0.032,0.045,6.2573,0.8757,58.06,8.44,0.0,0.0,1.0,70.01412385413747,True,True,True,True,False,False
GRB161117066,122.178,0.659,77.249,0.429,14.6503,2.2973,-29.61,0.02,0.27134181276498226,0.0014635552604570655,0.6322660380755946,0.004894808337103594,False,False,True,False,False,False
GRB161119633,77.824,2.36,34.56,2.429,7.0572,1.2383,-47.21,3.27,0.381578947368421,0.011571318819252076,0.4440789473684211,0.033992713715299036,False,False,True,True,False,False
GRB161121186,0.128,0.64,0.064,0.487,2.7172,0.8773,39.73,17.76,0.0,0.0,0.5,4.552542912774821,True,True,True,True,False,False
GRB161125931,69.633,3.083,11.52,0.572,4.833,1.0414,28.13,4.57,0.5367713584076516,0.02376554360677825,0.1654388005686959,0.01100593678788201,False,False,True,True,True,False
GRB161128216,6.912,2.919,1.536,0.572,7.8186,2.2523,-46.05,10.03,0.1851851851851852,0.0782053755144033,0.22222222222222224,0.12512188065482188,False,True,True,True,False,False
GRB161129300,36.096,0.724,15.616,0.81,11.9189,1.4451,32.1357,0.001,0.3120567375886525,0.006259116744630552,0.4326241134751773,0.024059472940007903,False,False,True,False,True,False
GRB161201342,12.8,1.846,3.328,0.362,7.7212,1.4282,-17.11,4.04,0.27999999999999997,0.040381249999999994,0.25999999999999995,0.04696642137025265,False,False,True,True,False,False
GRB161205561,33.536,3.874,18.688,1.056,5.8048,1.3122,47.65,1.0,0.10687022900763357,0.012345397995454808,0.5572519083969465,0.07166127832229334,False,True,True,True,True,False
GRB161206064,33.537,1.28,9.472,0.362,15.7446,1.2607,-34.02,1.0,0.297701046605242,0.011362296557673906,0.2824343262665116,0.015254886850031615,False,False,True,False,False,False
GRB161207224,8.192,3.258,2.304,1.28,3.4367,1.2306,-9.93,18.01,0.1875,0.0745697021484375,0.28125,0.19216009881512874,False,True,True,True,False,False
GRB161207813,36.352,3.114,18.432,1.95,5.4278,1.2098,15.73,6.46,0.15492957746478875,0.013271641291410436,0.5070422535211268,0.06902198521824587,False,True,True,True,True,False
GRB161210524,2.304,2.862,1.024,0.724,3.896,0.9098,63.05,10.11,0.4444444444444445,0.5520833333333334,0.4444444444444445,0.6352482510567654,True,True,True,True,False,False
GRB161212652,2.816,0.32,0.64,0.264,5.076,1.7938,68.23,8.5,0.09090909090909091,0.010330578512396696,0.2272727272727273,0.09724231500486276,True,True,True,True,False,False
GRB161213295,23.296,1.619,8.448,2.111,2.9544,1.1807,-40.07,2.94,0.08791208791208792,0.006109618403574448,0.3626373626373627,0.09405575106508064,False,True,True,True,False,False
GRB161214722,22.528,1.619,8.96,0.572,5.5727,1.1636,7.342,0.0008,0.10227272727272729,0.007349944311725208,0.39772727272727276,0.03823190293529047,False,True,True,True,True,False
GRB161217128,3.584,2.36,1.536,0.923,3.124,1.0173,51.98,7.56,0.14285714285714285,0.0940688775510204,0.42857142857142855,0.3820524544326409,True,True,True,True,False,False
GRB161218222,0.32,0.516,0.096,0.045,15.9647,1.1064,-19.67,5.75,0.2,0.3225,0.3,0.5037752009825414,True,True,True,False,False,False
GRB161218356,25.857,0.362,13.312,0.572,109.243,2.5498,-16.95,1.0,0.13860850059945085,0.0019405297295510386,0.514831573655103,0.023266261517908757,False,True,True,False,False,False
GRB161220605,41.729,2.611,12.8,1.379,11.0637,1.3061,-29.16,2.09,0.06134822305830478,0.0038385825302603414,0.3067411152915239,0.038215745167571785,False,True,True,True,False,False
GRB161227498,2.56,1.68,0.704,0.231,7.3427,1.1327,39.15,4.88,0.2,0.13125,0.27499999999999997,0.20177019640720756,True,True,True,True,True,True
GRB161228032,39.937,7.637,9.472,0.81,4.8876,2.0674,25.76,3.14,0.3461451786563839,0.06619202066752143,0.23717354833863336,0.04968222718601788,False,False,True,True,True,False
GRB161228388,72.704,4.672,32.256,2.673,4.3595,1.1148,-56.06,11.53,0.19014084507042253,0.012218557825828208,0.44366197183098594,0.046524417039093234,False,True,True,True,False,False
GRB161228405,50.176,3.444,25.856,1.379,5.8585,1.0721,-24.6,5.63,0.02040816326530612,0.0014007835276967928,0.5153061224489796,0.04479231124646975,False,True,True,True,False,False
GRB161228553,47.105,15.625,11.264,2.064,4.4119,1.0251,43.67,2.24,0.054346672327778366,0.01802710445009101,0.2391253582422248,0.09061718837708616,False,True,True,True,True,False
GRB161229878,33.537,0.362,19.456,0.362,17.2223,1.4259,6.31,1.0,0.27480096609714644,0.0029662149186619855,0.5801353728717535,0.012478951888150708,False,False,True,False,True,False
GRB161230298,0.448,0.389,0.064,0.143,7.5244,1.0856,-51.17,10.94,0.8571428571428571,0.7442602040816326,0.14285714285714285,0.34245162723444994,True,True,True,True,False,False
GRB161230511,48.896,4.382,15.616,2.318,3.8146,1.1573,-8.98,3.99,0.03664921465968586,0.003284458005537129,0.3193717277486911,0.055376900430184214,False,True,True,True,False,False
GRB170101116,12.8,0.362,6.912,0.572,9.1369,1.3237,-1.58,1.2,0.22,0.006221874999999999,0.5399999999999999,0.047225023263791244,False,False,True,True,True,False
GRB170101374,2.304,0.689,1.088,0.32,3.8352,1.2153,28.9,9.07,0.16666666666666666,0.049840856481481476,0.47222222222222227,0.19807073064409278,True,True,True,True,True,True
GRB170106968,31.232,10.524,19.968,6.461,7.5195,3.3923,-32.72,27.16,0.11475409836065573,0.038667780838484274,0.639344262295082,0.29867678166950634,False,True,True,True,False,False
GRB170109137,293.637,2.36,252.932,0.923,6.4179,0.9917,-10.92,2.85,0.025282917343522785,0.00020320220180261266,0.8613764614132414,0.007603188266925555,False,True,False,True,False,False
GRB170110967,34.048,12.554,25.856,1.28,3.6124,0.8531,12.05,7.17,0.03759398496240601,0.013861456978913448,0.7593984962406015,0.2825139094856574,False,True,True,True,True,False
GRB170111760,0.832,0.781,0.128,0.091,6.5316,1.1745,61.52,14.74,0.6923076923076923,0.6498705621301775,0.15384615384615385,0.18115954126566813,True,True,True,True,False,False
GRB170111815,3.072,1.318,0.32,0.091,7.5686,1.0433,63.71,6.71,0.5,0.21451822916666666,0.10416666666666667,0.053617146780345626,True,False,True,True,False,False
GRB170112970,7.36,1.557,2.496,0.405,4.5701,0.9077,-61.77,9.22,0.043478260869565216,0.009197778827977315,0.3391304347826087,0.09041571359376115,False,True,True,True,False,False
GRB170113420,49.152,4.136,30.72,5.345,6.7633,2.3153,-71.933,0.02,0.09375000000000001,0.007888793945312502,0.625,0.12079419579215236,False,True,True,True,False,False
GRB170114833,29.184,0.572,8.448,0.362,14.3294,1.3299,-28.46,1.39,0.06140350877192982,0.0012034953062480761,0.2894736842105263,0.013640036754942525,False,True,True,False,False,False
GRB170114917,12.032,1.305,3.072,0.572,32.235,1.9843,-12.55,1.0,0.10638297872340426,0.0115383799230421,0.2553191489361702,0.05501722041242028,False,True,True,False,False,False
GRB170115662,120.32,4.871,94.464,0.362,5.3365,1.3618,-18.67,7.19,0.031914893617021274,0.0012920333012675419,0.7851063829787235,0.0319260992548573,False,True,False,True,False,False
GRB170115743,44.288,3.083,19.2,0.572,21.5692,1.9844,-46.85,0.26,0.09826589595375725,0.006840538232149422,0.43352601156069365,0.03282638974693088,False,True,True,False,False,False
GRB170116238,9.216,3.62,4.352,2.111,9.7566,3.5748,-87.43,9.37,0.08333333333333334,0.03273292824074075,0.47222222222222227,0.2947421192384731,False,True,True,True,False,False
GRB170119228,28.928,2.429,17.152,1.145,5.5902,1.3304,50.42,4.41,0.2566371681415929,0.021549076376380292,0.5929203539823009,0.0636025426786536,False,False,True,True,False,False
GRB170120471,28.928,7.697,8.704,1.305,6.1972,1.1927,12.57,3.83,0.09734513274336282,0.025901046969222335,0.3008849557522124,0.09189309619832361,False,True,True,True,True,False
GRB170121067,2.304,0.286,0.832,0.143,10.2909,0.8683,-75.62,4.07,0.4166666666666667,0.05172164351851852,0.3611111111111111,0.07656045701914438,True,False,True,True,False,False
GRB170121133,1.6,0.905,0.576,0.389,7.1102,1.1221,13.81,9.08,0.5199999999999999,0.2941249999999999,0.35999999999999993,0.317132316628249,True,False,True,True,True,False
GRB170121614,46.337,2.187,19.712,0.572,11.8698,1.3885,-12.65,1.78,0.3535835293609858,0.01668833067985575,0.425405183762436,0.023569364018013968,False,False,True,False,False,False
GRB170124238,39.168,4.891,12.288,0.923,5.599,1.5988,69.61,2.61,0.0718954248366013,0.008977750277670981,0.3137254901960784,0.04571703315380455,False,True,True,True,False,False
GRB170124528,0.448,0.559,0.128,0.091,6.9153,1.3474,11.02,3.83,0.6428571428571429,0.8021364795918368,0.2857142857142857,0.4103116539974619,True,True,True,True,True,True
GRB170124874,22.784,0.572,13.824,0.362,7.7827,1.4858,-75.51,1.0,0.1348314606741573,0.003384989269031688,0.6067415730337079,0.022010611503604106,False,True,True,True,False,False
GRB170125022,3.904,1.12,1.6,0.462,2.6541,0.926,28.58,12.65,0.21311475409836061,0.06113947863477559,0.4098360655737705,0.16681873836605512,True,True,True,True,True,True
GRB170125102,0.672,1.227,0.272,0.258,5.3329,1.2993,-38.23,26.59,0.5476190476190477,0.9998937074829933,0.40476190476190477,0.832825801482966,True,True,True,True,False,False
GRB170126480,13.824,3.083,3.84,0.362,14.6771,1.4572,-64.7605,0.0012,0.07407407407407407,0.016519847393689988,0.2777777777777778,0.0672566437907612,False,True,True,False,False,False
GRB170127067,0.128,0.045,0.08,0.023,89.5235,5.0493,-63.94,0.37,0.125,0.0439453125,0.625,0.2838439006290542,True,True,True,False,False,False
GRB170127634,1.728,1.346,0.256,0.091,8.4367,1.2444,-30.3588,0.003,0.037037037037037035,0.02884945130315501,0.14814814814814814,0.12684614141857076,True,True,True,True,False,False
GRB170130302,50.177,4.382,19.456,0.362,6.0582,1.2009,-29.11,5.44,0.22448532196026066,0.01960449370886785,0.38774737429499573,0.034622309303074916,False,False,True,True,False,False
GRB170130510,101.122,1.493,81.665,0.724,8.1535,1.266,1.44,3.12,0.08607424694922965,0.0012708297966337679,0.8075888530685708,0.01390795365947769,False,True,False,True,True,False
GRB170130697,29.184,6.155,8.192,1.493,2.9004,1.0605,-80.45,10.73,0.3157894736842105,0.06660102146814405,0.2807017543859649,0.07824260824987957,False,False,True,True,False,False
GRB170131969,23.04,5.971,14.336,1.448,7.2571,1.1374,64.006,0.05,0.15555555555555556,0.04031346450617284,0.6222222222222222,0.1730681370700474,False,True,True,True,False,False
GRB170203486,0.336,0.506,0.144,0.116,6.8885,1.3493,-0.51,14.06,0.047619047619047616,0.07171201814058957,0.4285714285714285,0.7319433308755017,True,True,True,True,False,False
GRB170205521,5.376,1.286,1.28,0.462,19.4711,2.1285,66.67,4.99,0.047619047619047616,0.011391014739229025,0.23809523809523808,0.10309769311669065,False,True,True,False,False,False
GRB170206453,1.168,0.102,0.576,0.045,56.9466,2.0659,14.48,0.85,0.24657534246575347,0.021533120660536687,0.4931506849315068,0.057784612840927584,True,False,True,False,True,False
GRB170207906,38.913,0.572,15.36,0.362,36.6788,1.9519,55.69,6.085,0.10526045280497522,0.00154727158030596,0.394726698018657,0.010963962576961755,False,True,True,False,False,False
GRB170208553,53.761,1.864,37.889,0.362,18.158,1.5159,-0.11,2.52,0.1238072208478265,0.004292640755572787,0.7047673964397984,0.025346447593847726,False,True,True,False,True,False
GRB170208758,7.168,1.056,3.84,0.572,12.1387,1.7616,-46.7674,0.0006,0.03571428571428571,0.0052614795918367345,0.5357142857142857,0.11223462116139986,False,True,True,False,False,False
GRB170208940,22.016,1.639,4.608,0.362,14.6544,1.3152,-9.0298,0.001,0.4651162790697675,0.034625980259599794,0.20930232558139536,0.022652765221833224,False,False,True,False,True,False
GRB170209048,39.677,2.064,32.001,0.362,16.3001,1.8782,-52.2464,0.0001,0.05799329586410262,0.0030168148464729647,0.8065377926758575,0.042936693010880746,False,True,False,False,False,False
GRB170210116,76.545,1.379,22.016,0.572,40.7461,2.4414,-65.101,3.28,0.30101247632111827,0.005422904237335189,0.2876216604611666,0.009093474870713712,False,False,True,False,False,False
GRB170212034,15.872,1.846,7.68,1.305,4.638,1.0074,-1.48,7.59,0.17741935483870966,0.02063483675858481,0.48387096774193544,0.09963560014052321,False,True,True,True,True,False
GRB170214649,122.882,0.724,38.145,0.572,23.6971,1.8332,-1.88,0.08,0.17499715173906674,0.0010310536763650032,0.3104197522826777,0.005001285748337951,False,True,True,False,True,False
GRB170219002,0.096,0.437,0.048,0.036,35.242,2.3549,50.072,1.41,0.16666666666666666,0.7586805555555556,0.5,2.306727263549546,True,True,True,False,False,False
GRB170219110,10.24,2.202,3.84,0.572,5.8804,1.165,-41.23,10.22,0.15,0.032255859375,0.375,0.0980970064554175,False,True,True,True,False,False
GRB170222209,1.664,0.143,0.832,0.091,17.7821,1.8713,28.211,0.8,0.19230769230769232,0.016526442307692308,0.5,0.06954880396392522,True,True,True,False,True,False
GRB170228773,46.081,3.367,18.944,0.724,9.7706,1.6363,15.73,3.18,0.11110869989800568,0.008118378345881928,0.41110218962262096,0.03389884299640758,False,True,True,True,True,False
GRB170228794,60.673,2.111,14.848,1.305,12.754,1.1166,-3.59,0.3,0.029535378174805924,0.0010276265114138958,0.2447217048769634,0.023132764620625045,False,True,True,False,True,False
GRB170301812,12.544,7.464,5.12,1.864,4.0402,1.4504,-45.38,12.33,0.12244897959183673,0.07286026655560182,0.40816326530612246,0.28472038840791963,False,True,True,True,False,False
GRB170302166,3.84,1.9,1.472,0.181,6.8015,1.1846,29.39,12.18,0.11666666666666667,0.05772569444444445,0.38333333333333336,0.19543927212940262,True,True,True,True,True,True
GRB170302719,87.808,5.526,48.128,1.379,6.5576,1.1401,-3.7,9.85,0.2274052478134111,0.014311240427032954,0.5481049562682215,0.03790062822010857,False,False,True,True,False,False
GRB170302876,89.856,3.874,49.664,1.619,3.9349,1.0382,6.41,5.24,0.07692307692307693,0.003316417378917379,0.5527065527065528,0.029874116812933182,False,True,True,True,True,False
GRB170304003,0.16,0.315,0.048,0.036,24.1403,1.499,-73.76,6.72,0.1,0.196875,0.3,0.632030767150619,True,True,True,False,False,False
GRB170305256,0.448,0.072,0.128,0.045,31.0085,1.6179,12.09,3.66,0.14285714285714285,0.022959183673469385,0.2857142857142857,0.1104444723495183,True,True,True,False,True,False
GRB170306130,32.257,4.128,10.752,0.572,4.7157,0.8292,27.75,2.26,0.2222153331059925,0.02843739018078362,0.3333229996589888,0.046195088349969,False,True,True,True,True,False
GRB170306588,18.944,0.923,9.472,0.362,15.1841,1.238,51.59,0.6,0.21621621621621628,0.010534605551497447,0.5,0.030961650625896467,False,False,True,False,False,False
GRB170307851,28.416,1.717,13.824,1.999,4.0105,1.2032,9.537,0.05,0.27027027027027023,0.016330731068906746,0.48648648648648646,0.07624226052140579,False,False,True,True,True,False
GRB170308221,11.52,0.724,4.608,0.362,24.8701,1.6675,-46.33,1.19,0.4444444444444445,0.027932098765432102,0.39999999999999997,0.04024185718664394,False,False,True,False,False,False
GRB170310417,13.568,6.676,1.536,0.724,6.2301,0.9713,53.98,13.68,0.6603773584905661,0.32493213777144897,0.11320754716981132,0.07713731699361824,False,False,True,True,False,False
GRB170310883,18.176,2.29,6.656,1.145,6.016,1.6237,41.56,9.76,0.12676056338028172,0.015970603550882766,0.36619718309859156,0.07808354731189283,False,True,True,True,False,False
GRB170313125,41.984,19.338,5.888,0.724,3.9414,1.0818,29.27,6.33,0.06707317073170731,0.03089417339009518,0.14024390243902438,0.06685909796862358,False,True,True,True,True,False
GRB170315582,16.128,2.36,7.168,1.056,5.59,0.9744,60.34,9.18,0.07936507936507936,0.011613441672965482,0.4444444444444445,0.09228606775350101,False,True,True,True,False,False
GRB170316710,39.425,1.145,11.264,0.81,6.649,0.9667,21.26,2.36,0.23376030437539633,0.0067889803046247005,0.28570703868103997,0.022157658666835525,False,False,True,True,True,False
GRB170317666,212.995,3.916,182.531,1.086,7.3118,3.6863,-53.75,4.85,0.026441935256696168,0.0004861457708642089,0.8569731683842344,0.01656025770485631,False,True,False,True,False,False
GRB170318644,4.096,2.319,1.152,0.692,3.7851,1.0556,6.2987,0.002,0.375,0.212310791015625,0.28125,0.2321587745604673,True,True,True,True,True,True
GRB170323058,33.536,9.849,10.496,3.874,4.7917,1.2481,-39.0,9.63,0.4961832061068702,0.1457212666074238,0.31297709923664124,0.14762442020724834,False,False,True,True,False,False
GRB170323775,35.328,5.4,13.824,0.572,5.5859,1.1178,-66.81,3.02,0.2536231884057971,0.03876713137996219,0.3913043478260869,0.06196487090531501,False,False,True,True,False,False
GRB170325331,0.576,0.326,0.128,0.091,8.0745,1.2088,20.526,0.03,0.11111111111111112,0.06288580246913582,0.22222222222222224,0.2019359005049895,True,True,True,True,True,True
GRB170326489,9.728,2.721,4.096,0.923,4.3894,1.4166,0.59,11.32,0.31578947368421056,0.08832886080332411,0.4210526315789474,0.15123676218798615,False,False,True,True,False,False
GRB170329387,33.536,6.149,5.376,0.362,6.6796,0.9284,9.8,0.6,0.05343511450381679,0.00979760612726531,0.1603053435114504,0.03131223724147042,False,True,True,True,True,False
GRB170402285,7.229,0.602,4.352,0.572,17.4383,1.4534,-10.63,1.64,0.185502835800249,0.0154478775974201,0.6020196431041638,0.09367102841913046,False,True,True,False,False,False
