name,t90,t90_error,t50,t50_error,flux_64,flux_64_error,dec,error_radius,relative_peak_time,relative_peak_time_error,t50_t90,t50_t90_error,cut_t90,cut_peak_time,cut_duration_ratio,cut_flux64,cut_dec,passes_all_cuts
GRB221118575,17.92,3.566,6.4,1.145,6.072,1.8983,-45.34,6.26,0.22857142857142856,0.04548469387755101,0.35714285714285715,0.09556936625155699,False,True,True,True,False,False
GRB230804277,39.936,6.069,18.688,2.36,6.5286,7.5772,-45.24,16.63,0.23717948717948717,0.03604372765655819,0.4679487179487179,0.09246224905807979,False,False,True,True,False,False
GRB250930875,45.569,0.572,17.408,1.056,7.7762,1.461,-44.97,3.27,0.32021769185191684,0.004019498337450821,0.38201408852509383,0.023664569576035657,False,False,True,True,False,False
GRB250223692,1.216,0.854,0.128,0.707,4.6159,1.3819,-40.29,31.6,0.8947368421052633,0.6283760387811634,0.10526315789473685,0.5860954967683825,True,False,True,True,False,False
GRB231128489,78.85,4.58,34.305,1.28,5.2226,1.4168,-44.55,7.43,0.07467343056436272,0.004337404083510225,0.43506658211794547,0.030035589666909453,False,True,True,True,False,False
GRB240109896,11.264,1.086,6.144,1.145,5.3497,1.3105,-44.34,12.25,0.11363636363636362,0.010956062758264462,0.5454545454545455,0.1144490977308197,False,True,True,True,False,False
GRB240305409,13.056,2.862,5.632,0.81,4.3089,1.1611,-43.904,0.083,0.07843137254901962,0.017192906574394467,0.43137254901960786,0.11309640332373867,False,True,True,True,False,False
GRB230628067,28.673,1.493,16.896,1.086,9.3527,2.0955,-43.85,1.32,0.24999128099605902,0.01301701888630824,0.5892651623478534,0.04874409924830623,False,False,True,True,False,False
GRB251130648,93.442,2.757,52.993,0.724,11.1016,1.5756,-43.314,1.744,0.2767171079386143,0.008164519879569784,0.5671218509877786,0.018439714859139367,False,False,True,True,False,False
GRB250827649,2.304,0.572,0.768,0.362,3.7313,1.0001,-43.78,7.24,0.22222222222222224,0.055169753086419755,0.33333333333333337,0.17757931215852768,True,True,True,True,False,False
GRB230304624,28.416,0.572,7.424,0.362,12.6461,1.5473,-43.21,1.2,0.17117117117117117,0.003445590861131401,0.26126126126126126,0.013782144959984014,False,True,True,False,False,False
GRB230116374,0.064,0.036,0.032,0.023,75.9593,3.0767,-43.027,0.03,0.25,0.140625,0.5,0.4563463083284448,True,True,True,False,False,False
GRB221206464,15.872,1.379,4.096,0.724,7.316,1.1432,-42.74,4.7,0.45161290322580644,0.0392372853798127,0.25806451612903225,0.050827510537250924,False,False,True,True,False,False
GRB230712868,16.896,2.56,5.12,0.572,6.0983,1.2896,-42.61,5.38,0.36363636363636365,0.05509641873278237,0.30303030303030304,0.05704534004594072,False,False,True,True,False,False
GRB240306282,8.96,2.36,3.072,0.572,9.9354,1.3251,-41.95,3.92,0.1714285714285714,0.04515306122448979,0.3428571428571428,0.11059226985770883,False,True,True,True,False,False
GRB250214231,6.912,0.724,3.328,0.572,9.9937,2.3117,-41.88,5.26,0.3333333333333333,0.03491512345679012,0.48148148148148145,0.09691136046176745,False,False,True,True,False,False
GRB231104966,13.568,2.52,4.608,0.923,6.408,1.8319,-41.76,3.27,0.09433962264150944,0.01752180491278035,0.33962264150943394,0.09277212138470257,False,True,True,True,False,False
GRB240605171,0.928,0.389,0.384,0.641,4.8344,1.0729,-41.63,13.74,0.5862068965517242,0.24572681331747917,0.41379310344827586,0.7121784261488138,True,False,True,True,False,False
GRB220831581,1.728,1.421,0.704,0.181,9.4497,1.7269,-41.5819,0.0127,0.1851851851851852,0.15228480795610427,0.4074074074074074,0.3510190881528915,True,True,True,True,False,False
GRB240403149,14.592,1.448,7.168,1.28,2.7987,0.7965,39.16,5.79,0.2105263157894737,0.020891043397968607,0.49122807017543857,0.10035350106324775,False,True,True,True,True,False
GRB221226945,4.864,2.828,1.536,0.572,6.3647,0.9424,-41.5265,0.0003,0.10526315789473685,0.06120152354570637,0.31578947368421056,0.21803689799409628,True,True,True,True,False,False
GRB250225819,335.111,1.81,104.706,2.111,29.1561,1.3448,-41.484,0.05,0.003819629913670396,2.0630567614144022e-05,0.3124516951099785,0.006521544547706776,False,True,True,False,False,False
GRB240810880,1.536,0.405,1.024,0.143,15.9883,1.281,-41.4,3.12,0.041666666666666664,0.010986328125000002,0.6666666666666666,0.19891320693788594,True,True,True,False,False,False
GRB230707782,99.586,0.724,53.505,0.572,7.682,1.243,-41.29,2.23,0.2133633241620308,0.0015511723203393073,0.5372743156668608,0.006946087055020051,False,False,True,True,False,False
GRB250909107,33.277,1.557,11.52,0.81,4.2714,0.8637,39.52,3.3,0.07683985936232232,0.0035952658300668883,0.3461850527391291,0.029237915385995496,False,True,True,True,True,False
GRB250225268,52.48,1.864,20.736,2.187,3.6851,1.0719,-40.5,12.14,0.08780487804878048,0.0031186793575252833,0.3951219512195122,0.04397266437864705,False,True,True,True,False,False
GRB250504976,48.897,1.056,22.016,2.064,6.8449,1.1062,-40.366,0.001,0.06806143526187701,0.001469883134681926,0.4502525717324171,0.04331670240674332,False,True,True,True,False,False
GRB230903724,2.816,3.167,1.536,0.81,4.3094,1.318,-40.924,0.05,0.09090909090909084,0.10224044421487595,0.5454545454545455,0.6775321762916219,True,True,True,True,False,False
GRB241016680,0.064,0.898,0.064,0.091,4.5654,1.1179,-40.82,14.9,0.0,0.0,1.0,14.10310976622266,True,True,True,True,False,False
GRB250917093,0.48,0.272,0.032,0.101,6.6876,1.037,-40.76,11.41,0.4,0.22666666666666668,0.06666666666666667,0.2137810424358022,True,True,True,True,False,False
GRB220921462,209.988,5.184,14.016,0.643,46.7274,1.7428,-40.0,1.0,0.02560146294073947,0.0006320265152522689,0.06674667123835648,0.003477286658181815,False,True,False,False,False,False
GRB240226815,158.723,1.557,133.379,5.146,3.7921,1.2119,-40.09,7.92,0.10322385539587835,0.0010125787872670158,0.8403255986845005,0.03345278384621154,False,True,False,True,False,False
GRB240824640,13.056,1.28,3.584,0.923,4.7649,1.0899,-28.44,8.59,0.45098039215686275,0.044213763936947335,0.27450980392156865,0.07564485232059089,False,False,True,True,False,False
GRB240303837,3.968,0.362,2.048,0.362,16.1585,1.9215,-39.78,2.46,0.2258064516129032,0.02060028616024974,0.5161290322580645,0.10266454868609345,False,False,True,False,False,False
GRB251016625,0.32,0.045,0.128,0.045,34.0559,1.5683,-39.577,0.1607,0.3,0.042187499999999996,0.4,0.15145776020065793,True,False,True,False,False,False
GRB251126665,15.104,1.864,6.912,8.463,3.582,1.2857,-28.24,14.32,0.03389830508474576,0.004183424303361104,0.4576271186440678,0.5631541793860984,False,True,True,True,False,False
GRB260208905,23.808,4.167,8.448,0.724,4.2286,1.1043,-38.97,6.88,0.3655913978494624,0.06398770811654526,0.3548387096774194,0.06915117408330175,False,False,True,True,False,False
GRB250509940,69.12,1.305,30.72,1.145,6.5886,1.5025,-38.8413,0.0005,0.05185185185185185,0.0009789737654320987,0.4444444444444444,0.018569452388813894,False,True,True,True,False,False
GRB231222299,14.592,1.379,4.608,0.724,17.9614,2.0773,-37.75,1.41,0.15789473684210528,0.014921658587257618,0.3157894736842105,0.05789985896261217,False,True,True,False,False,False
GRB240629704,7.165,0.722,2.56,0.362,9.1151,1.396,-38.83,2.23,0.24968597348220517,0.02516026138927455,0.35729239357990233,0.06203921338499671,False,False,True,True,False,False
GRB251121688,0.32,1.026,0.128,0.143,4.9078,0.9747,-38.513,16.566,0.0,0.0,0.4,1.358125,True,True,True,True,False,False
GRB241024337,31.233,0.572,15.104,0.724,6.4274,0.9174,-27.61,2.32,0.23769730733519032,0.004353179643189218,0.48359107354400793,0.024814869202733725,False,False,True,True,False,False
GRB250510279,35.584,7.748,16.64,1.81,5.21,1.3753,-26.76,2.69,0.1079136690647482,0.023496939858185392,0.4676258992805755,0.11381841746280477,False,True,True,True,False,False
GRB250612519,10.752,0.923,4.096,0.362,15.6253,1.6506,-26.757,0.0056,0.16666666666666666,0.014307415674603174,0.38095238095238093,0.046936221661647126,False,True,True,False,False,False
GRB241130968,4.608,0.771,1.28,0.091,54.3836,2.4984,-26.38,1.0,0.05555555555555556,0.009295428240740741,0.2777777777777778,0.05049869880595149,False,True,True,False,False,False
GRB240727250,18.688,1.056,7.168,1.28,8.4158,2.3195,-37.18,0.066,0.2465753424657534,0.013933195721523739,0.3835616438356165,0.07184057278819812,False,False,True,True,False,False
GRB231116403,6.912,3.692,2.048,0.923,3.9408,1.1851,-36.79,11.2,0.22222222222222224,0.11869855967078193,0.2962962962962963,0.2070738057963395,True,True,True,True,False,False
GRB230320949,0.832,1.834,0.192,0.202,9.169,2.1109,-37.04,14.99,0.07692307692307693,0.16956360946745566,0.23076923076923078,0.563660000316591,True,True,True,True,False,False
GRB251018133,27.137,2.202,10.752,0.923,4.1308,1.2337,-37.0265,0.0018,0.22640675093046395,0.01837150995131671,0.3962118141283119,0.04680265805538251,False,False,True,True,False,False
GRB251215181,142.85,1.28,67.841,2.415,8.4922,1.2076,-36.7395,0.05,0.38172208610430525,0.0034204009115401525,0.47491074553727686,0.01743319090923313,False,False,True,True,False,False
GRB230222404,27.904,2.636,19.968,0.923,4.6511,1.2306,-26.01,11.51,0.06422018348623854,0.006066671576466628,0.7155963302752294,0.07525889515642087,False,True,True,True,False,False
GRB230724049,0.416,0.273,0.064,0.072,5.6086,0.8195,-36.63,17.35,0.6923076923076923,0.4543269230769231,0.15384615384615385,0.2003717883093722,True,False,True,True,False,False
GRB250824568,0.576,0.781,0.064,0.143,4.3794,1.0211,-35.61,7.73,0.5555555555555556,0.7532793209876545,0.11111111111111112,0.29039997924128613,True,True,True,True,False,False
GRB231114388,0.384,0.405,0.128,0.143,7.8492,1.4538,-36.55,11.38,0.5,0.52734375,0.3333333333333333,0.5121277653967589,True,True,True,True,False,False
GRB231014102,8.448,5.776,3.84,1.305,3.5641,1.2042,-36.05,5.4,0.2121212121212121,0.14502984389348023,0.45454545454545453,0.34705253582893997,True,True,True,True,False,False
GRB240603423,36.865,0.572,16.64,0.724,7.3442,1.4004,-35.78,2.85,0.16666214566662146,0.002585941877697205,0.4513766445137664,0.020850645940566147,False,True,True,True,False,False
GRB250910993,12.8,2.29,5.376,1.448,2.8377,0.8248,-35.77,10.95,0.36000000000000004,0.06440625,0.42,0.13580640320099277,False,False,True,True,False,False
GRB240115698,163.076,4.375,40.961,1.639,4.7987,1.2587,-35.566,0.058,0.6436446810076283,0.017267687945549157,0.2511773651548971,0.012100479748532457,False,False,True,True,False,False
GRB250317824,55.297,0.724,29.697,0.724,14.4823,2.6441,-35.69,1.38,0.4074000397851602,0.005334062043229397,0.5370454093350453,0.014861592506441626,False,False,True,False,False,False
GRB230330018,18.944,4.344,6.656,0.572,3.3353,1.0582,-35.22,8.61,0.3513513513513513,0.08056747626004383,0.35135135135135137,0.08603959188655928,False,False,True,True,False,False
GRB230102015,0.176,0.036,0.08,0.036,35.5847,1.4206,-35.14,3.95,0.18181818181818182,0.0371900826446281,0.4545454545454546,0.22468473917841145,True,True,True,False,False,False
GRB250521242,3.584,1.639,2.304,1.305,3.6349,0.892,-35.13,10.87,0.3571428571428572,0.1633250956632653,0.6428571428571428,0.4679844233151343,True,True,True,True,False,False
GRB221216473,184.324,4.238,53.761,8.196,6.0499,1.6363,-34.405,0.05,0.0861092424209544,0.0019798342558755492,0.29166576246175213,0.04496802138263187,False,True,True,True,False,False
GRB221016986,12.736,1.145,4.096,0.362,9.4475,1.4814,-34.624,0.05,0.135678391959799,0.012197845382692356,0.32160804020100503,0.04054470537433097,False,True,True,True,False,False
GRB241223506,30.465,0.724,5.376,0.572,36.5097,1.5938,-34.61,1.0,0.554603643525357,0.013180142390033104,0.17646479566715906,0.019238289435106578,False,False,True,False,False,False
GRB251118855,46.593,0.362,4.608,0.362,103.078,3.0199,-34.5226,0.0006,0.7747301096731268,0.006019193863921015,0.09889897624106624,0.007807311278910199,False,False,True,False,False,False
GRB260207238,15.488,1.431,6.784,0.429,4.8595,0.9329,-34.44,3.29,0.10330578512396695,0.009544846236595862,0.4380165289256198,0.049041410352697615,False,True,True,True,False,False
GRB250121983,5.184,0.389,1.664,0.143,17.5494,1.4347,-34.37,0.24,0.08641975308641975,0.006484815576893765,0.32098765432098764,0.03662079827096625,False,True,True,False,False,False
GRB240320831,9.728,1.557,2.56,0.572,4.9714,0.9152,-34.22,3.14,0.10526315789473685,0.016847731994459835,0.2631578947368421,0.07232842173374122,False,True,True,True,False,False
GRB230803977,27.905,1.864,8.96,0.923,3.9663,0.9739,-33.88,4.4,0.10091381472854326,0.0067408475418027115,0.3210894104999104,0.039421804617152605,False,True,True,True,False,False
GRB230425230,0.528,0.74,0.032,0.082,5.7322,0.8518,-33.87,11.49,0.0,0.0,0.06060606060606061,0.17701380697604516,True,True,True,True,False,False
GRB231001015,39.937,1.81,23.296,0.724,8.6858,1.7744,-33.75,7.12,0.07692115081252975,0.0034861727964213343,0.5833187269950172,0.032055410734434346,False,True,True,True,False,False
GRB240521631,33.792,4.782,11.264,1.086,7.862,1.8117,-33.7215,0.05,0.21212121212121215,0.03001786329201102,0.3333333333333333,0.057078311270691226,False,True,True,True,False,False
GRB230921112,108.546,1.145,43.777,1.379,6.0625,1.3213,-33.44,6.9,0.17924198035855765,0.0018907381894362621,0.4033036684907781,0.01339767624119782,False,True,True,True,False,False
GRB231030050,34.049,2.673,15.36,1.145,11.0448,4.7267,-33.49,7.91,0.16540867573203324,0.012985326741805189,0.4511145701782725,0.048836785222074984,False,True,True,True,False,False
GRB220905478,12.544,0.724,6.144,0.362,15.2388,1.4227,-33.46,1.0,0.28571428571428575,0.016490524781341106,0.4897959183673469,0.04039766458995334,False,False,True,False,False,False
GRB241211100,0.576,0.81,0.192,0.143,7.3567,1.0712,-33.29,10.2,0.22222222222222224,0.31250000000000006,0.33333333333333337,0.5304352185010294,True,True,True,True,False,False
GRB240727994,11.773,1.305,2.56,0.362,13.9513,1.5365,-33.01,6.04,0.08672385967892637,0.009613066922704402,0.21744670007644612,0.03906952206628231,False,True,True,False,False,False
GRB230306673,0.64,0.604,0.384,0.547,328.406,865.88,-32.55,20.56,0.3,0.283125,0.6,1.0252462070918624,True,True,True,True,False,False
GRB250331070,20.992,1.619,9.216,1.81,3.1407,0.9087,-32.39,9.26,0.2926829268292682,0.022573059190957753,0.4390243902439024,0.09263332667777308,False,False,True,True,False,False
GRB241013936,29.121,3.482,9.984,0.572,8.5244,1.3897,-32.34,2.4699999999999998,0.10329315614161602,0.012350769880330587,0.3428453693211085,0.04545687010334051,False,True,True,True,False,False
GRB240112742,1.28,0.572,0.768,0.362,7.3637,1.8037,-32.59,3.44,0.2,0.089375,0.6,0.38971005347726145,True,True,True,True,False,False
GRB230207021,22.528,5.327,9.472,1.639,6.7307,1.5199,-32.49,4.92,0.3181818181818182,0.07523768401342976,0.42045454545454547,0.12319785272266434,False,False,True,True,False,False
GRB230812395,25.6,2.111,6.656,1.619,5.112,0.9621,-32.16,4.53,0.31,0.025562890624999998,0.25999999999999995,0.06677754996860524,False,False,True,True,False,False
GRB240607459,20.224,0.572,7.424,0.362,112.825,3.2597,-32.08,1.0,0.1518987341772152,0.004296186508572344,0.3670886075949367,0.020692711028175735,False,True,True,False,False,False
GRB230225618,51.2,3.338,16.128,1.28,5.0902,1.5463,-31.18,5.24,0.36000000000000004,0.0234703125,0.315,0.03235349741371072,False,False,True,True,False,False
GRB230430368,57.6,3.482,24.064,0.923,4.7221,1.5048,-31.18,3.02,0.17333333333333334,0.010478240740740741,0.41777777777777775,0.029909962641295848,False,True,True,True,False,False
GRB251208536,0.096,0.045,0.064,0.045,22.7751,1.6345,-30.74,4.84,0.0,0.0,0.6666666666666666,0.5633673867912483,True,True,True,False,False,False
GRB230111797,7.936,1.448,3.072,0.81,4.3715,1.5061,-30.576999999999998,0.22,0.3225806451612903,0.058857960457856406,0.3870967741935484,0.12412135473204798,False,False,True,True,False,False
GRB250320969,86.018,0.724,67.073,0.362,24.437,1.5175,-30.37,0.3,0.05654630426189867,0.0004759413644308707,0.7797554000325513,0.007796461659193103,False,True,False,False,False,False
GRB240628817,0.225,0.228,0.064,0.046,9.8863,0.9552,-30.3,17.72,0.4311111111111111,0.4368592592592593,0.28444444444444444,0.35338098475170926,True,True,True,True,False,False
GRB250620558,23.296,5.976,8.448,1.28,4.3447,1.0977,-30.17,6.04,0.08791208791208792,0.02255162419997585,0.3626373626373627,0.10804023962413342,False,True,True,True,False,False
GRB230911132,35.84,1.448,12.8,0.724,5.0524,0.9951,-29.8259,0.0009,0.11428571428571428,0.004617346938775509,0.35714285714285715,0.02482495014883156,False,True,True,True,False,False
GRB260104243,31.488,4.672,15.872,1.717,4.0746,1.1004,-29.51,12.94,0.10569105691056911,0.01568180315949501,0.5040650406504065,0.09255779225501813,False,True,True,True,False,False
GRB240715239,0.16,0.045,0.112,0.023,47.1819,2.0129,-29.42,2.9699999999999998,0.1,0.028124999999999997,0.7,0.2437700312282049,True,True,True,False,False,False
GRB250202047,111.874,1.448,25.6,0.923,7.3856,1.119,-29.06,1.1,0.7048018306308884,0.009122343446676853,0.2288288610400987,0.008765863422647492,False,False,True,True,False,False
GRB250920643,36.609,0.362,29.441,0.362,34.4055,2.1284,-29.6566,0.0015,0.0839137916905679,0.0008297629706352419,0.8042011527220082,0.012689168231176318,False,True,False,False,False,False
GRB250113273,39.169,1.864,15.616,1.619,5.7226,1.1795,-28.78,6.02,0.16339452117746178,0.007775725381673997,0.3986826316730067,0.045480120906110165,False,True,True,True,False,False
GRB230217912,0.896,0.143,0.384,0.091,93.092,2.7702,-28.856,0.05,0.14285714285714285,0.022799744897959183,0.42857142857142855,0.12244752636520731,True,True,True,False,False,False
GRB231020790,9.344,0.181,2.24,0.091,95.264,3.1396,-28.71,1.0,0.4315068493150685,0.00835859800150122,0.23972602739726032,0.010789310265643273,False,False,True,False,False,False
GRB250215105,13.374,0.462,7.424,0.81,21.3695,1.5198,-27.6983,0.001,0.3873934499775684,0.01338236682291286,0.5551069238821594,0.06352850071142174,False,False,True,False,False,False
GRB250331949,69.888,15.924,36.864,15.635,3.1107,1.1076,-27.67,13.97,0.04029304029304029,0.009180780300285792,0.5274725274725274,0.2539543595941231,False,True,True,True,False,False
GRB240602419,25.374,0.819,12.544,1.305,9.1959,1.0144,-27.64,3.68,0.03141010483171751,0.0010138281649395696,0.49436430992354385,0.05384906251802864,False,True,True,True,False,False
GRB230702527,2.432,0.286,0.768,0.231,17.8663,1.483,-27.42,4.25,0.1842105263157895,0.021662915512465374,0.31578947368421056,0.10198524133715715,True,True,True,False,False,False
GRB240513307,6.941,1.063,2.304,0.724,10.2548,1.1321,-27.5,0.4,0.5205301829707535,0.07971813636333538,0.3319406425587091,0.11603622772264104,False,False,True,True,False,False
GRB220927234,76.801,1.056,5.888,0.362,17.623,1.6973,-27.49,1.1400000000000001,0.4800067707451726,0.0066000071601528916,0.07666566841577584,0.004829917800450693,False,False,False,False,False,False
GRB240404110,0.704,0.516,0.192,0.181,5.3856,1.1964,-27.34,13.35,0.5454545454545455,0.39979338842975215,0.27272727272727276,0.3256689530789888,True,True,True,True,False,False
GRB240420190,18.688,2.111,9.472,0.923,6.137,1.5321,-27.02,5.66,0.1917808219178082,0.021663597766935636,0.5068493150684932,0.07561327494042229,False,True,True,True,False,False
GRB250117849,0.832,0.41,0.192,0.202,27.0563,1.4836,-26.18,3.32,0.5384615384615385,0.26534763313609466,0.23076923076923078,0.2681017897409522,True,False,True,False,False,False
GRB260104999,35.0,8.246,12.0,5.831,5.2226,1.5336,-26.12,9.28,0.14285714285714285,0.033657142857142865,0.34285714285714286,0.18514995762398453,False,True,True,True,False,False
GRB251009666,0.32,0.547,0.128,0.231,3.0724,1.3466,-25.84,25.22,0.4,0.6837500000000001,0.4,0.9942925012917476,True,True,True,True,False,False
GRB250721401,53.952,12.86,15.552,3.541,3.2198,1.1905,-25.592,0.32,0.045077105575326216,0.010744579954379729,0.28825622775800713,0.09501845949487837,False,True,True,True,False,False
GRB230911329,45.569,0.362,22.528,0.572,34.3187,1.5418,-25.97,0.24,0.22471416972064337,0.001785128693604707,0.4943711733854155,0.013152418965400325,False,False,True,False,False,False
GRB250210230,24.576,2.996,8.704,0.724,5.4555,1.2368,-25.47,2.79,0.37500000000000006,0.04571533203125001,0.3541666666666667,0.05226855468074939,False,False,True,True,False,False
GRB250621052,13.373,0.602,4.352,0.572,14.2524,14.947,-25.15,1.9100000000000001,0.08113362745831154,0.0036523176347792977,0.32543184027518135,0.04521195542676389,False,True,True,True,False,False
GRB240305162,7.424,1.056,3.072,0.362,17.3444,1.9424,-21.98,3.05,0.27586206896551724,0.039239001189060645,0.41379310344827586,0.07643256174484739,False,False,True,False,False,False
GRB250823840,13.056,1.28,4.864,1.145,3.8375,1.2813,-24.976,0.05,0.3137254901960785,0.03075740099961554,0.37254901960784315,0.09500090699689086,False,False,True,True,False,False
GRB240718270,58.625,0.81,12.544,0.362,41.7183,2.8213,-25.11,0.23,0.02183368869936034,0.0003016680229677079,0.21397014925373134,0.006846067151768265,False,True,True,False,False,False
GRB240329905,6.397,0.36,3.072,0.572,13.702,1.6105,-4.79,3.8,0.11958730654994529,0.006729940653115569,0.4802251055182117,0.09341173919544903,False,True,True,False,True,False
GRB251103699,47.553,1.775,14.912,0.73,7.0092,1.155,-24.8716,0.0006,0.32300801211280045,0.012056846497596802,0.3135869450928438,0.019304756168860508,False,False,True,True,False,False
GRB251116083,10.752,1.619,6.4,0.362,6.0698,1.2354,-24.81,4.49,0.2142857142857143,0.03226642219387755,0.5952380952380952,0.0957438949474753,False,True,True,True,False,False
GRB240905053,6.208,0.231,3.904,0.091,17.0543,1.8651,-24.71,6.12,0.22680412371134023,0.008439393134233182,0.6288659793814433,0.0276122819626946,False,False,True,False,False,False
GRB250619984,28.928,1.493,14.848,1.95,5.2471,1.2215,-24.75,13.4,0.07964601769911506,0.00411060233769285,0.5132743362831859,0.07242711674276435,False,True,True,True,False,False
GRB260120168,3.84,0.932,1.664,0.181,18.6471,2.935,-24.72,2.52,0.21666666666666667,0.05258680555555556,0.43333333333333335,0.11525292177854544,True,True,True,False,False,False
GRB250607584,5.888,1.145,2.304,0.724,8.0351,1.3798,-24.71,10.15,0.17391304347826086,0.03381970699432893,0.3913043478260869,0.14460287495029017,False,True,True,True,False,False
GRB250403636,16.384,1.28,5.888,0.362,6.1909,1.147,-24.3762,0.0451,0.3125,0.0244140625,0.359375,0.035727417609256115,False,False,True,True,False,False
GRB240226236,20.224,2.985,13.824,3.083,4.8887,1.3133,-24.64,11.3,0.16455696202531647,0.02428809986380388,0.6835443037974683,0.18280414557345065,False,True,True,True,False,False
GRB220903511,7.424,0.572,4.096,0.362,22.1849,1.4736,-24.12,3.91,0.034482758620689655,0.0026568073721759808,0.5517241379310345,0.06468864945537338,False,True,True,False,False,False
GRB230827762,83.201,0.724,27.904,0.572,16.2452,1.6745,-23.89,1.0,0.18153627961202393,0.001579695754126817,0.33538058436797635,0.007468712725947197,False,True,True,False,False,False
GRB250204311,39.425,2.111,17.408,0.923,4.2162,0.9025,-23.78,1.08,0.14934686112872544,0.007996733642174748,0.4415472415979709,0.03327264417773319,False,True,True,True,False,False
GRB251001595,19.2,2.896,8.704,1.846,3.1736,1.1609,-23.0201,0.0005,0.14666666666666667,0.02212222222222222,0.45333333333333337,0.11798110764520002,False,True,True,True,False,False
GRB230310031,52.224,4.857,10.752,2.064,7.4559,2.2152,-23.48,7.17,0.25000000000000006,0.023250804227941183,0.2058823529411765,0.04391615144887316,False,False,True,True,False,False
GRB251202769,0.512,0.091,0.32,0.091,6.3938,1.0181,-23.34,4.5,0.125,0.022216796875000003,0.625,0.2095928425334841,True,True,True,True,False,False
GRB250808768,48.641,1.145,25.857,3.416,4.6236,1.1367,-22.9041,0.18,0.21578503731419998,0.005079539230787997,0.5315885775374684,0.07133494672513091,False,False,True,True,False,False
GRB220915218,18.048,1.557,4.352,0.362,18.888,1.7872,-22.61,1.21,0.12056737588652484,0.010401341104572207,0.2411347517730497,0.028897402516006775,False,True,True,False,False,False
GRB240106265,33.024,1.493,12.032,0.724,4.0122,1.2226,-22.52,5.4,0.13953488372093023,0.006308308545159545,0.3643410852713178,0.02742178629754447,False,True,True,True,False,False
GRB230808699,20.992,2.636,6.912,0.724,5.0799,1.0203,-22.21,2.42,0.2560975609756097,0.032158592355740624,0.3292682926829268,0.053842998878253626,False,False,True,True,False,False
GRB240507006,58.625,5.278,39.681,2.757,4.9319,1.3447,-21.94,8.4,0.17466950959488273,0.01572546987875123,0.6768614072494669,0.07697410882113816,False,True,True,True,False,False
GRB230101095,83.202,4.672,23.297,0.362,7.467,1.1339,-21.94,2.79,0.22153313622268694,0.012439638619653293,0.28000528833441507,0.016313876213737023,False,False,True,True,False,False
GRB230707141,28.928,0.572,12.544,0.923,9.2927,1.1069,-21.5125,0.05,0.09734513274336282,0.0019248277077296575,0.4336283185840708,0.033038788524028494,False,True,True,True,False,False
GRB230204906,216.068,0.572,130.05,0.362,9.6664,1.3689,-21.7164,0.002,0.23933669030120144,0.0006335995466810781,0.6018938482329638,0.002312118392861372,False,False,True,True,False,False
GRB250905344,14.592,2.636,5.376,1.305,4.9795,1.2702,-21.39,11.95,0.2631578947368421,0.04753866574330564,0.368421052631579,0.11147930891142925,False,False,True,True,False,False
GRB230404958,65.793,1.81,23.808,0.724,4.6548,0.9376,-3.45,3.45,0.15953064915720513,0.004388771981434823,0.3618622041858556,0.014838970728060499,False,True,True,True,True,False
GRB251221782,10.752,3.338,5.888,0.81,13.8988,2.2073,-21.36,7.22,0.09523809523809523,0.02956703514739229,0.5476190476190476,0.185953997381269,False,True,True,False,False,False
GRB221005757,8.96,4.579,3.584,1.619,3.7846,1.8652,-21.27,9.2,0.1714285714285714,0.08760841836734692,0.39999999999999997,0.27283140644594356,False,True,True,True,False,False
GRB250714302,17.92,0.923,4.864,0.572,13.9702,1.2747,-21.16,2.7199999999999998,0.5285714285714285,0.027224968112244893,0.2714285714285714,0.034847021071747496,False,False,True,False,False,False
GRB240213841,43.009,0.572,17.152,0.362,15.5685,1.6462,-20.45,1.6099999999999999,0.39880025111023276,0.005303860671837362,0.39880025111023276,0.009948576977797417,False,False,True,False,False,False
GRB220907587,8.704,2.721,3.072,0.81,4.0835,0.9267,-20.315,0.05,0.1764705882352941,0.05516733347750865,0.3529411764705882,0.1443399650137119,False,True,True,True,False,False
GRB240523401,8.704,2.187,2.304,0.724,5.7484,1.4715,-20.31,13.19,0.38235294117647056,0.09607144788062282,0.2647058823529411,0.10650187933634118,False,False,True,True,False,False
GRB240328798,78.593,1.999,35.585,5.03,6.3315,8.1927,-20.07,11.61,0.10423320143015281,0.002651154296933257,0.45277569249169775,0.06502847658954855,False,True,True,True,False,False
GRB230119558,114.434,2.36,54.785,0.572,5.805,1.1257,-20.06,3.08,0.0961951867451981,0.0019838565524115865,0.4787475750214097,0.011066513825050911,False,True,True,True,False,False
GRB240215670,28.672,2.415,7.936,1.145,4.8343,1.0402,-19.73,6.73,0.2767857142857143,0.023313249860491072,0.2767857142857143,0.04624139252512755,False,False,True,True,False,False
GRB231123114,3.52,1.18,1.216,0.091,4.7389,1.1825,-19.57,9.16,0.12727272727272726,0.04266528925619834,0.34545454545454546,0.11865630987580766,True,True,True,True,False,False
GRB251022940,99.586,0.572,68.097,2.611,15.2949,1.375,-19.31,0.32,0.21593396662181433,0.0012402770360058419,0.6838009358745205,0.02651109474643294,False,False,True,False,False,False
GRB221212278,28.16,3.908,9.984,0.923,2.906,0.9103,-19.2,15.82,0.1181818181818182,0.016401084710743804,0.35454545454545455,0.05912098782386215,False,True,True,True,False,False
