name,t90,t90_error,t50,t50_error,flux_64,flux_64_error,dec,error_radius,relative_peak_time,relative_peak_time_error,t50_t90,t50_t90_error,cut_t90,cut_peak_time,cut_duration_ratio,cut_flux64,cut_dec,passes_all_cuts
GRB260107831,21.248,0.951,4.544,0.466,18.7793,1.4805,2.01,2.61,0.5993975903614458,0.026827330027943092,0.21385542168674695,0.023929153670226324,False,False,True,False,True,False
GRB250307832,11.837,1.072,4.352,0.572,9.8091,1.4239,2.21,2.69,0.09166173861620344,0.008301206707490927,0.36766072484582246,0.05868376002610424,False,True,True,True,True,False
GRB230129254,0.384,0.143,0.256,0.202,5.6797,0.8444,2.35,22.61,0.0,0.0,0.6666666666666666,0.5816827258872993,True,True,True,True,False,False
GRB230305052,34.816,1.305,24.576,0.572,9.3555,1.3677,2.41,7.59,0.044117647058823525,0.0016536514651816607,0.7058823529411764,0.03114430448456477,False,True,True,True,True,False
GRB240824549,1.472,0.5,0.896,0.286,2.9444,1.0213,2.62,0.05,0.21739130434782614,0.07384215500945182,0.6086956521739131,0.2837231755236006,True,True,True,True,True,True
GRB241016467,0.832,0.82,0.064,0.231,6.3818,0.7161,3.14,21.81,0.5384615384615385,0.5306952662721893,0.07692307692307693,0.2878090030904554,True,True,True,True,False,False
GRB241201622,7.68,0.143,6.016,0.091,27.5567,1.5841,3.18,2.6,0.09166666666666667,0.0017068142361111112,0.7833333333333333,0.018791879233415586,False,True,False,False,True,False
GRB260115741,3.392,0.286,0.704,0.231,11.7892,1.4057,3.29,5.08,0.5849056603773585,0.04931692773228907,0.20754716981132074,0.0703138475914373,True,False,True,False,True,False
GRB250717158,15.616,1.28,7.424,0.923,5.865,1.099,3.51,2.89,0.21311475409836067,0.017468422467078745,0.4754098360655738,0.070795699708847,False,True,True,True,True,False
GRB260120963,8.128,0.202,4.224,0.143,11.109,1.9221,3.35,9.35,0.03937007874015748,0.0009784394568789138,0.5196850393700787,0.021825190936204514,False,True,True,True,True,False
GRB251127137,18.688,0.923,11.52,0.572,7.9007,1.3077,30.24,4.13,0.08219178082191782,0.004059450647401014,0.6164383561643836,0.04317167725503749,False,True,True,True,True,False
GRB231206789,2.816,2.415,0.768,0.362,6.4191,1.1897,3.91,8.34,0.27272727272727276,0.23389075413223145,0.27272727272727276,0.26689001391758027,True,True,True,True,True,True
GRB230114708,23.293,1.379,9.216,0.724,6.1124,1.5122,3.88,2.5,0.12076589533336195,0.007149623048328086,0.3956553470999871,0.03892017500432606,False,True,True,True,True,False
GRB220915022,43.777,0.572,6.144,0.572,8.4276,1.1529,4.28,3.43,0.11110857299495168,0.0014517692796014428,0.14034767115151792,0.013194280208105123,False,True,True,True,True,False
GRB220903125,6.4,1.619,1.28,0.724,4.1455,0.9118,4.9399999999999995,12.96,0.12,0.030356249999999994,0.19999999999999998,0.1239233358333389,False,True,True,True,True,False
GRB230725439,0.576,1.541,0.256,0.091,14.7901,1.5095,4.92,4.5,0.0,0.0,0.4444444444444445,1.1994929621542287,True,True,True,False,True,False
GRB251005227,16.128,5.938,6.4,1.145,2.6692,0.7565,5.07,4.9,0.09523809523809523,0.03506472033257747,0.39682539682539686,0.16243864146841983,False,True,True,True,True,False
GRB241029097,13.312,0.362,7.424,0.362,15.3424,1.6848,5.086,0.041,0.15384615384615385,0.004183616863905326,0.5576923076923077,0.031136517566976694,False,True,True,False,True,False
GRB250531752,12.544,3.338,7.424,0.724,13.9667,6.8601,5.38,6.37,0.16326530612244897,0.04344543940024989,0.5918367346938775,0.16773265771322757,False,True,True,True,True,False
GRB251117514,1.344,0.181,0.384,0.143,11.0853,1.0634,5.57,0.72,0.23809523809523808,0.03206490929705215,0.2857142857142857,0.11314263023251882,True,False,True,False,True,False
GRB220902438,15.872,3.238,5.12,1.145,6.4024,1.262,40.89,8.61,0.08064516129032258,0.01645218197190427,0.3225806451612903,0.09764687909905151,False,True,True,True,True,False
GRB241226940,87.041,3.665,31.233,2.064,3.544,1.0251,5.97,6.78,0.11470456451557312,0.004829818464282068,0.35883089578474514,0.028117448670734305,False,True,True,True,True,False
GRB241209233,0.128,0.181,0.064,0.091,5.3419,0.8654,6.316,0.05,0.0,0.0,0.5,1.002659123223248,True,True,True,True,True,True
GRB230506531,38.4,12.803,12.544,4.104,21.9783,1.5361,44.54,0.05,0.26666666666666666,0.08890972222222224,0.3266666666666667,0.15259296926837784,False,True,True,False,True,False
GRB230811385,9.728,2.896,2.816,0.572,4.926,1.0931,6.51,6.32,0.368421052631579,0.10967797783933518,0.2894736842105263,0.10432443981197913,False,False,True,True,True,False
GRB251014020,1.728,0.653,0.64,0.181,5.5663,1.2689,6.415,0.05,0.07407407407407407,0.027992112482853226,0.3703703703703704,0.17481576486502512,True,True,True,True,True,True
GRB250711611,30.209,1.379,14.336,0.724,11.5861,1.1113,44.94,1.19,0.09321725313648252,0.0042552415530209345,0.4745605614220928,0.032305950262876616,False,True,True,False,True,False
GRB241204152,0.768,0.143,0.576,0.264,41.4182,2.1789,6.55,0.5,0.16666666666666666,0.03103298611111111,0.7499999999999999,0.3710333524040546,True,True,True,False,True,False
GRB241212390,39.421,4.222,16.896,0.572,4.4093,1.1642,6.55,3.63,0.12328454377108648,0.013203808726352127,0.4286040435300982,0.04814231615746281,False,True,True,True,True,False
GRB241115755,70.654,2.064,29.184,2.064,13.944,1.4689,44.97,9.23,0.1666289240524245,0.004867694670424947,0.4130551702663685,0.03160675443589594,False,True,True,False,False,False
GRB221013029,35.069,2.36,13.056,1.145,5.0197,1.3451,6.71,6.04,0.04371382132367618,0.0029417610517515694,0.3722946191793321,0.041154771482667406,False,True,True,True,True,False
GRB260127744,36.352,11.363,7.552,1.882,8.3063,5.402,6.758,0.05,0.22007042253521128,0.06879016866383159,0.20774647887323944,0.08304955443514334,False,True,True,True,True,False
GRB230408442,4.544,0.746,1.088,0.202,6.9798,1.1283,7.15,12.27,0.21126760563380284,0.034684338424915695,0.2394366197183099,0.05934112484659088,False,True,True,True,True,False
GRB251113734,25.088,0.722,9.728,0.362,22.0832,1.5243,8.18,1.5,0.2551020408163265,0.007341504841732609,0.3877551020408163,0.018240814355770327,False,False,True,False,True,False
GRB251012616,0.576,1.231,0.064,0.091,9.2853,1.2426,7.46,9.89,0.7777777777777778,1.6622299382716053,0.11111111111111112,0.2852148964818701,True,True,True,True,True,True
GRB250912879,14.592,1.056,8.192,2.064,7.6717,1.0312,11.1084,0.113,0.017543859649122806,0.0012696214219759926,0.5614035087719298,0.14716651492002078,False,True,True,True,True,False
GRB250917269,0.192,0.195,0.032,0.072,23.9196,1.7065,11.113,0.05,0.16666666666666666,0.16927083333333334,0.16666666666666666,0.4114336094892602,True,True,True,False,True,False
GRB251013350,54.785,1.28,34.817,0.572,6.0621,1.3131,7.51,5.74,0.1822396641416446,0.004257858357238389,0.6355206717167108,0.018151690899944804,False,True,True,True,True,False
GRB240710717,20.224,1.056,7.424,2.828,11.9785,2.7041,7.53,19.09,0.06329113924050633,0.003304758852747957,0.3670886075949367,0.1411414381259532,False,True,True,True,False,False
GRB251218326,23.296,1.846,5.632,0.572,6.1862,1.2593,12.082,3.604,0.16483516483516483,0.013061715070643642,0.24175824175824176,0.031142824150177204,False,True,True,True,True,False
GRB241209769,15.872,1.305,9.728,0.572,3.021,0.8701,7.62,9.82,0.08064516129032258,0.006630666298126951,0.6129032258064516,0.061953372932225546,False,True,True,True,True,False
GRB251108889,1.536,0.286,0.576,0.143,3.705,0.9762,8.03,3.23,0.08333333333333333,0.015516493055555554,0.37499999999999994,0.11637369791666664,True,True,True,True,True,True
GRB240511754,94.978,3.557,45.057,1.81,6.934,1.2165,8.5132,0.0005,0.22371496557097437,0.008378299527637514,0.4743940702057319,0.02605411456926235,False,False,True,True,True,False
GRB251013762,41.985,2.36,19.2,0.923,3.5419,1.1174,8.8,0.0833,0.11585089913064192,0.006512042918859471,0.4573061807788496,0.033824064849866005,False,True,True,True,True,False
GRB240916609,0.192,0.091,0.064,0.202,6.0235,1.0831,8.97,17.61,0.0,0.0,0.3333333333333333,1.0638791997129138,True,True,True,True,True,True
GRB251114051,45.825,3.593,14.848,1.379,4.266,1.1504,9.04,4.23,0.0726241134751773,0.005694237637017175,0.3240152755046372,0.039382614625165756,False,True,True,True,True,False
GRB241025546,37.889,3.416,19.2,1.28,6.0556,2.0289,9.07,2.5300000000000002,0.13513156852912453,0.01218320457376783,0.506743381984217,0.05682065942097661,False,True,True,True,True,False
GRB240610002,47.361,5.253,12.032,1.086,5.9459,1.2859,9.19,3.24,0.3026963113109943,0.03357327174925895,0.25404868985029877,0.03632866751726549,False,False,True,True,True,False
GRB230802999,63.744,4.36,54.272,0.572,8.1561,1.3853,9.62,5.88,0.016064257028112452,0.0010987726004419284,0.8514056224899598,0.05892224486758753,False,True,False,True,True,False
GRB230312812,11.264,1.145,4.864,0.923,4.7201,1.1192,9.72,4.75,0.20454545454545459,0.020792306947314054,0.4318181818181818,0.09295874505522651,False,True,True,True,True,False
GRB230830792,20.992,4.238,8.448,2.828,8.5374,2.7283,10.2,3.75,0.1951219512195122,0.0393924747174301,0.4024390243902439,0.15732135218028978,False,True,True,True,True,False
GRB230614424,6.08,0.36,1.984,0.143,37.1121,2.1523,10.3,1.0,0.23157894736842102,0.013711911357340718,0.3263157894736842,0.030438327815028608,False,False,True,False,True,False
GRB231210553,79.616,4.36,39.936,1.999,6.6649,1.2173,10.34,14.38,0.40192926045016075,0.022010796517819297,0.5016077170418006,0.0372153811917558,False,False,True,True,True,False
GRB221228204,86.274,1.056,36.353,0.724,4.5886,0.9223,13.83,5.39,0.08011683705403715,0.0009806358802079795,0.4213668080765932,0.0098500696425835,False,True,True,True,True,False
GRB231124360,22.017,0.923,10.24,0.572,12.9463,1.462,10.86,2.09,0.2441749557160376,0.010236339379838429,0.46509515374483357,0.03248261488556967,False,False,True,False,True,False
GRB221025040,0.448,0.143,0.256,0.143,13.3003,0.9171,11.0,1.3,0.14285714285714285,0.045599489795918366,0.5714285714285714,0.3676348399256034,True,True,True,False,True,False
GRB241228176,19.456,0.362,11.52,0.362,19.3825,1.175,13.97,1.69,0.17105263157894737,0.00318261989265928,0.5921052631578947,0.021623030435649827,False,True,True,False,True,False
GRB240612511,79.362,3.367,33.281,1.619,4.7934,1.1852,11.47,5.79,0.05161160253017818,0.002189665907097981,0.41935687104659664,0.02706857551337795,False,True,True,True,True,False
GRB220905433,144.64,3.093,124.928,0.724,3.4085,1.0103,11.55,6.49,0.04070796460176992,0.0008705042485707574,0.8637168141592921,0.01913608982362224,False,True,False,True,True,False
GRB230608468,15.872,5.184,4.608,1.086,3.4298,1.1601,11.57,10.2,0.4193548387096774,0.13696670135275757,0.29032258064516125,0.11693178534364508,False,False,True,True,True,False
GRB241016073,1.472,0.802,0.96,0.32,3.7066,1.6687,12.12,14.66,0.13043478260869565,0.07106568998109643,0.6521739130434783,0.416554061939482,True,True,True,True,True,True
GRB250302574,56.321,1.864,32.769,0.572,4.1656,1.2068,12.24,5.37,0.14090658901653025,0.004663444930431143,0.5818256067896521,0.021770237078882333,False,True,True,True,True,False
GRB230628849,19.2,1.493,8.192,0.572,72.2599,55.5494,12.29,1.5899999999999999,0.26666666666666666,0.02073611111111111,0.4266666666666667,0.044590451231731026,False,False,True,False,True,False
GRB240913488,6.272,1.68,1.216,0.181,29.4703,35.7199,12.31,3.82,0.2346938775510204,0.06286443148688045,0.19387755102040816,0.059411174372174205,False,True,True,True,True,False
GRB250813952,24.064,0.362,12.288,0.362,10.284,1.4534,12.498,0.0362,0.23404255319148934,0.0035207531688546847,0.5106382978723404,0.016891005115115265,False,False,True,True,True,False
GRB230805303,59.392,10.373,25.856,7.209,5.1367,2.2011,47.64,6.47,0.07758620689655173,0.013550675581524969,0.4353448275862069,0.14322821752772066,False,True,True,True,False,False
GRB250920366,127.747,0.362,90.114,0.572,14.7303,1.249,47.844,0.05,0.040079219081465715,0.00011357352663851668,0.7054099117787502,0.004903535349135885,False,True,False,False,True,False
GRB250708619,11.264,1.557,5.632,0.81,4.7163,1.2151,13.04,5.02,0.06818181818181819,0.009424635201446282,0.5,0.09973898667271591,False,True,True,True,True,False
GRB221126547,7.424,0.572,2.816,0.362,17.3253,1.6297,13.08,1.24,0.20689655172413793,0.015940844233055883,0.3793103448275862,0.056848104081188254,False,True,True,False,True,False
GRB250702413,52.737,0.81,16.64,0.572,14.7372,1.06,48.14,1.15,0.06310559948423307,0.0009692537607795055,0.3155279974211654,0.01187973066918044,False,True,True,False,True,False
GRB230728560,131.587,7.209,98.306,1.448,5.8029,1.4774,13.29,8.28,0.11089241338430088,0.00607524609640333,0.7470798787114229,0.04238228395306764,False,True,False,True,True,False
GRB231101099,9.216,3.482,5.376,1.846,2.9985,1.4635,13.26,13.18,0.22222222222222224,0.08396026234567902,0.5833333333333334,0.2978185347872182,False,True,True,True,True,False
GRB250330911,0.448,0.101,0.16,0.045,32.2748,1.6307,13.34,3.08,0.21428571428571427,0.04830994897959184,0.35714285714285715,0.1287338530867572,True,True,True,False,True,False
GRB250510925,1.088,1.946,0.448,0.231,2.7411,0.8781,13.4,12.75,0.5294117647058822,0.9469074394463667,0.4117647058823529,0.7664764829096969,True,True,True,True,True,True
GRB231123832,0.448,1.105,0.128,0.202,5.3451,1.2957,57.45,11.69,0.0,0.0,0.2857142857142857,0.8366204540294092,True,True,True,True,False,False
GRB241010743,6.656,3.083,1.792,0.362,3.242,1.116,13.82,7.37,0.11538461538461539,0.0534451275887574,0.2692307692307693,0.13604910560905814,False,True,True,True,True,False
GRB240913140,31.744,1.28,24.832,1.145,4.6811,1.4714,13.83,5.97,0.07258064516129033,0.002926638917793965,0.7822580645161291,0.04791628875747111,False,True,False,True,True,False
GRB230817502,45.313,1.557,29.696,0.362,12.2626,1.3358,14.16,3.31,0.12429104230574008,0.004270764523868146,0.655352768521175,0.02389369064723914,False,True,True,False,True,False
GRB240702885,21.248,0.724,14.848,0.362,7.0774,0.8013,14.18,4.14,0.048192771084337345,0.0016421106111191752,0.6987951807228916,0.029277990637009085,False,True,True,True,True,False
GRB240905186,1.28,0.202,0.32,0.091,30.2162,1.4167,14.2,0.2,0.15,0.023671875000000002,0.25,0.08130725897069783,True,True,True,False,True,False
GRB251014865,25.601,2.064,9.984,0.724,4.537,1.0751,14.24,5.09,0.12999492207335653,0.010480431200320607,0.38998476622006956,0.04228855119150997,False,True,True,True,True,False
GRB250502426,18.173,0.571,5.632,0.572,6.2719,1.0564,14.53,2.2800000000000002,0.15479007318549495,0.004863541065807386,0.30991030649865187,0.032947084617630594,False,True,True,True,True,False
GRB250119945,1.024,0.81,0.384,0.286,4.8691,0.7284,15.08,8.81,0.125,0.09887695312500001,0.375,0.4074268168865626,True,True,True,True,True,True
GRB221022955,31.744,0.572,8.96,0.362,43.7272,1.9586,15.41,1.8199999999999998,0.3064516129032258,0.005521998569198751,0.28225806451612906,0.012486511610543195,False,False,True,False,True,False
GRB250612620,1.616,0.058,0.608,0.023,153.609,3.4051,16.17,1.41,0.1287128712871287,0.004619645132830114,0.3762376237623762,0.019619266278655952,True,True,True,False,True,False
GRB241115191,5.12,0.572,1.536,0.362,12.6327,1.6186,16.2,4.91,0.15,0.0167578125,0.3,0.07824467396510927,False,True,True,False,True,False
GRB221020225,17.408,0.923,8.448,0.724,6.4585,1.1572,16.05,2.9699999999999998,0.29411764705882354,0.015594588019031139,0.4852941176470588,0.048906259225534585,False,False,True,True,True,False
GRB230129542,47.873,2.611,20.224,2.36,5.1028,1.7524,16.27,4.96,0.058822300670524096,0.0032081763635188614,0.4224510684519458,0.054415718140371744,False,True,True,True,True,False
GRB230524255,35.329,1.863,17.92,1.493,6.0703,1.1378,16.34,3.22,0.10144640380424014,0.005349561275079944,0.5072320190212007,0.0500134409626062,False,True,True,True,True,False
GRB241117125,8.896,0.58,0.96,0.181,21.5845,1.1127,16.33,1.74,0.050359712230215826,0.0032833445473836745,0.10791366906474818,0.021528362801028576,False,True,True,False,True,False
GRB240109168,0.256,0.854,0.064,0.091,5.5681,1.0586,16.578,0.05,0.0,0.0,0.25,0.9065803714898658,True,True,True,True,True,True
GRB230201831,84.738,2.996,38.401,2.919,8.9379,1.4493,16.51,2.16,0.1540749132620548,0.005447478582608938,0.4531733106752579,0.03799128864790716,False,True,True,True,True,False
GRB240502228,22.784,4.352,15.872,5.049,2.6469,1.3643,16.7244,0.033,0.1348314606741573,0.025754323948996342,0.6966292134831461,0.2584837829597463,False,True,True,True,True,False
GRB250624817,99.586,2.862,45.825,0.923,4.5412,1.3521,16.64,5.27,0.16966240234571126,0.00487592428166033,0.4601550418733557,0.016148903799423128,False,True,True,True,True,False
GRB260125435,8.96,2.996,3.072,0.923,3.4944,0.8886,17.61,11.64,0.22857142857142856,0.07642857142857142,0.3428571428571428,0.1541257402312073,False,True,True,True,True,False
GRB240229588,28.673,0.923,19.712,0.572,19.5933,1.4753,16.77,1.21,0.10713912042688244,0.0034488685576679282,0.6874760227391623,0.0297945188243027,False,True,True,False,True,False
GRB251124540,77.314,2.36,41.985,1.056,9.9839,1.382,16.86,1.0,0.17880332152003517,0.005457948609401701,0.5430452440696382,0.021478677864661615,False,True,True,True,True,False
GRB251005671,5.568,1.797,0.64,0.143,6.1117,1.1947,16.882,0.05,0.12643678160919541,0.04080583630598494,0.1149425287356322,0.04511893709392367,False,True,True,True,True,False
GRB240918872,11.264,2.187,3.584,0.724,5.0192,1.2527,17.0,10.41,0.31818181818181823,0.061777666580578525,0.31818181818181823,0.08915059592193811,False,False,True,True,True,False
GRB231020900,22.528,0.572,9.216,0.362,39.4423,2.0741,17.24,1.0,0.125,0.003173828125,0.40909090909090906,0.01913375538197115,False,True,True,False,True,False
GRB240619155,36.126,0.586,29.697,0.572,23.5772,1.5003,17.27,1.6099999999999999,0.014975364003764603,0.00024291544334291253,0.8220395283175552,0.020700303433934204,False,True,False,False,True,False
GRB240123742,11.52,1.056,4.352,0.572,3.4679,1.0166,17.27,6.86,0.13333333333333333,0.012222222222222225,0.3777777777777778,0.0605360189419052,False,True,True,True,True,False
GRB251028143,29.953,0.724,15.872,0.572,13.4438,1.1535,17.518,0.24,0.17093446399358997,0.004131691380875342,0.5298968383801289,0.02299414362843741,False,True,True,False,True,False
GRB251214008,5.888,1.145,3.584,0.362,9.7564,1.1617,17.87,4.86,0.08695652173913043,0.016909853497164465,0.6086956521739131,0.133383375303657,False,True,True,True,True,False
GRB221014021,0.32,1.032,0.128,0.286,2.6276,0.9087,17.83,14.99,0.2,0.645,0.4,1.5693594433717217,True,True,True,True,True,True
GRB240509721,38.656,3.114,28.928,0.724,4.6742,1.1969,18.1,15.72,0.11258278145695365,0.009069297947458446,0.7483443708609272,0.06312659052010476,False,True,True,True,True,False
GRB221009553,325.831,6.785,158.724,6.209,2496.75,12.9632,19.7731,0.05,0.05421215292590326,0.001128896445096549,0.48713596926013786,0.02158765761314913,False,True,True,False,True,False
GRB230514996,5.888,1.846,2.048,0.362,6.5797,1.4905,18.27,4.24,0.2173913043478261,0.06815630907372403,0.34782608695652173,0.1251871950412229,False,True,True,True,True,False
GRB240619466,20.992,3.083,14.08,0.81,6.357,0.9476,18.43,20.92,0.012195121951219513,0.0017910423483045806,0.6707317073170731,0.10579500543689929,False,True,True,True,True,False
GRB240429628,2.048,0.905,0.32,0.091,5.2941,1.1153,18.49,8.87,0.25,0.11047363281250001,0.15625,0.0821078388554059,True,True,True,True,True,True
GRB241228165,8.32,0.181,2.496,0.091,24.6373,1.5388,18.604,0.05,0.5615384615384614,0.012216161242603548,0.3,0.012736693269669176,False,False,True,False,True,False
GRB240608104,71.425,5.976,29.184,2.757,6.3424,1.6658,18.72,3.09,0.3799369968498425,0.03178863833636204,0.4085964298214911,0.05156231972974894,False,False,True,True,True,False
GRB240317405,14.141,0.408,4.608,0.362,15.9954,1.4477,19.07,4.45,0.25776112014709,0.007436994344106692,0.3258609716427409,0.02727122379320163,False,False,True,False,True,False
GRB231222310,120.834,1.639,18.432,1.81,7.324,1.1468,19.55,0.3,0.02754191701011305,0.0003735803000775882,0.1525398480560107,0.015121450734221218,False,True,True,True,True,False
GRB230802285,38.145,1.717,11.776,0.724,9.3728,1.9385,19.57,2.74,0.4228077074321667,0.019031611840635215,0.3087167387599947,0.02352338811512946,False,False,True,True,True,False
GRB231012231,0.832,1.154,0.256,0.202,11.0176,1.4752,19.72,4.79,0.07692307692307693,0.10669378698224853,0.3076923076923077,0.4910023054386077,True,True,True,True,True,True
GRB230614009,24.064,1.95,7.677,0.722,6.0172,0.9536,19.96,7.43,0.17037898936170212,0.013806475617325429,0.31902426861702127,0.03960447198773548,False,True,True,True,True,False
GRB230118996,7.168,1.056,3.072,1.619,4.7826,0.7966,20.0,10.98,0.21428571428571427,0.031568877551020405,0.42857142857142855,0.23452367509019087,False,True,True,True,True,False
GRB240428627,10.24,2.919,4.096,0.572,5.9277,0.9962,20.42,5.28,0.125,0.03563232421875,0.4,0.12697091822424153,False,True,True,True,True,False
GRB230806217,48.897,5.894,19.456,6.149,8.6936,1.3119,20.54,2.27,0.02094198008057754,0.002524327271507946,0.3978976215309733,0.13459003363388125,False,True,True,True,True,False
GRB240205852,1.792,0.653,0.192,0.091,10.7829,1.0024,20.55,6.01,0.8214285714285714,0.2993263711734694,0.10714285714285714,0.06405511404813208,True,False,True,True,True,False
GRB230506214,26.369,2.29,8.192,0.572,14.1217,1.403,20.41,1.65,0.22329250255982402,0.019391703548181465,0.31066782964845086,0.034618729047682525,False,False,True,False,True,False
GRB231028173,34.817,0.572,5.888,0.362,18.3159,1.5929,20.895,0.05,0.07352729988224142,0.0012079620740627305,0.1691127897291553,0.01076202584824514,False,True,True,False,True,False
GRB251217191,48.637,2.996,19.456,1.28,3.5132,1.0538,20.86,6.63,0.18413964677097686,0.011342853829920568,0.4000246725743775,0.03605266730796777,False,True,True,True,True,False
GRB250720343,48.641,4.558,18.432,1.493,6.7527,1.3081,20.87,4.48,0.21578503731419993,0.02022055878945999,0.3789395777224975,0.046936624986797106,False,True,True,True,True,False
GRB240616234,0.016,0.512,0.016,0.036,19.0164,1.7827,20.96,8.79,0.0,0.0,1.0,32.07900403690863,True,True,True,False,True,False
GRB250226274,61.441,2.111,18.944,1.056,7.0587,1.6305,20.9743,0.0056,0.04999918621116193,0.0017178802768796544,0.30832831496883184,0.020189720061365674,False,True,True,True,True,False
GRB250321030,6.4,2.56,2.304,0.572,7.4944,1.2893,21.041,0.05,0.08,0.031999999999999994,0.35999999999999993,0.16948123974351847,False,True,True,True,True,False
GRB240125867,0.256,0.345,0.128,0.132,1.2511,1.0442,21.1,16.96,0.0,0.0,0.5,0.8484771550643042,True,True,True,True,True,True
GRB250119352,255.493,0.572,21.248,0.724,24.3505,1.6792,21.23,1.0,0.058119009131365626,0.00013011735438208145,0.08316470509955264,0.0028398473165802264,False,True,False,False,True,False
GRB250521932,11.565,0.395,5.376,0.362,7.4327,1.0618,21.32,2.57,0.13670557717250326,0.004669148550206554,0.46485084306095986,0.03509770827491166,False,True,True,True,True,False
GRB230717117,13.824,3.665,4.608,1.864,2.5871,0.8919,21.44,11.28,0.14814814814814814,0.039276834705075446,0.3333333333333333,0.16121737448947177,False,True,True,True,True,False
GRB240315464,28.16,1.619,12.8,3.874,2.9798,0.9156,21.86,14.14,0.2545454545454546,0.014634555785123968,0.4545454545454546,0.14003116459000875,False,False,True,True,True,False
GRB240314480,18.176,4.615,9.216,1.28,3.2476,0.9601,21.96,6.27,0.16901408450704228,0.0429137323943662,0.5070422535211268,0.1467434132004558,False,True,True,True,True,False
GRB230803642,55.552,10.828,20.224,2.996,3.6757,1.1903,22.24,8.56,0.03225806451612903,0.006287628214657351,0.36405529953917054,0.08912898727944905,False,True,True,True,True,False
GRB250728393,0.576,0.326,0.32,0.143,7.1866,1.1927,21.76,32.24,0.11111111111111112,0.06288580246913582,0.5555555555555556,0.40062521429749504,True,True,True,True,False,False
GRB260210826,33.793,7.384,13.312,4.58,4.2191,1.4193,22.64,7.46,0.1818128014677596,0.03972733187458755,0.3939277365134791,0.16055440641848157,False,True,True,True,True,False
GRB250625670,5.376,0.81,1.536,0.362,4.4755,0.8952,22.265,0.05,0.2857142857142857,0.043048469387755105,0.2857142857142857,0.07992089399471684,False,False,True,True,True,False
GRB231205101,0.32,0.143,0.128,0.091,32.12,1.8727,22.75,3.07,0.2,0.089375,0.4,0.33588793238965886,True,True,True,False,True,False
GRB230410476,22.272,0.722,7.168,0.572,20.4891,13.0104,22.94,2.11,0.41379310344827586,0.013414090368608798,0.32183908045977017,0.02772076125081383,False,False,True,True,True,False
GRB250309333,47.873,2.636,20.992,5.278,5.1301,0.927,22.99,7.23,0.1764669020115723,0.009716682758600978,0.4384935140893615,0.11286286674014245,False,True,True,True,True,False
GRB250515866,0.288,0.276,0.24,0.072,5.2767,0.8634,23.19,7.76,0.11111111111111122,0.1064814814814816,0.8333333333333334,0.8368271666181276,True,True,True,True,True,True
GRB241117845,64.257,0.923,22.784,0.362,7.4293,1.2966,23.54,1.67,0.1274880557760244,0.0018312631383548955,0.3545761551270678,0.0075946330259700524,False,True,True,True,True,False
GRB240112734,5.312,0.405,2.496,0.091,29.1823,1.9106,24.4883,0.001,0.09638554216867469,0.0073486717956162,0.4698795180722891,0.03971003010136836,False,True,True,False,True,False
GRB240514431,22.016,1.379,6.912,0.724,4.065,1.1165,24.13,4.67,0.12790697674418605,0.008011615231206057,0.313953488372093,0.03831634058882581,False,True,True,True,True,False
GRB250814432,15.104,2.996,3.584,1.086,33889.7,86691.7,24.62,4.59,0.1016949152542373,0.020172005170927897,0.23728813559322035,0.08593730868900427,False,True,True,True,True,False
GRB240115461,1.792,2.828,0.768,0.362,3.395,1.0066,24.97,4.44,0.14285714285714285,0.22544642857142855,0.42857142857142855,0.705862902143955,True,True,True,True,True,True
GRB250122636,14.016,3.367,3.84,0.923,11.0808,2.9534,24.86,6.8100000000000005,0.0867579908675799,0.02084147797168533,0.273972602739726,0.09310369601702478,False,True,True,True,True,False
GRB230409033,7.104,0.288,5.12,0.572,7.6819,1.0664,25.07,3.9699999999999998,0.09909909909909909,0.004017531044558071,0.7207207207207207,0.08565551101967575,False,True,True,True,True,False
GRB221231907,6.144,2.429,2.048,1.305,12.0128,1.3647,25.138,0.083,0.08333333333333333,0.03294542100694444,0.3333333333333333,0.2499623329137617,False,True,True,False,True,False
GRB240801138,29.697,1.557,14.592,0.362,12.6656,1.5857,25.15,2.51,0.30171397784287973,0.015818724568184117,0.49136276391554706,0.028500306860647286,False,False,True,False,True,False
GRB231106759,23.552,1.049,8.96,0.923,7.544,1.5183,25.57,3.41,0.17391304347826086,0.0077460420604914945,0.3804347826086957,0.04269615296096843,False,True,True,True,True,False
GRB231126050,14.848,2.636,7.424,0.923,4.272,1.2593,25.58,6.74,0.27586206896551724,0.04897443519619501,0.5,0.10836836263871792,False,False,True,True,True,False
GRB240604587,26.368,2.29,13.056,1.864,3.63,0.9465,25.81,14.22,0.18446601941747573,0.016020448440003773,0.49514563106796117,0.0827436838987731,False,True,True,True,True,False
GRB230521211,0.512,1.691,0.128,0.143,8.4184,1.384,25.97,13.24,0.125,0.41284179687500006,0.25,0.8716422094946301,True,True,True,True,True,True
GRB241118615,0.768,0.231,0.448,0.345,2.8625,0.9777,25.85,16.76,0.08333333333333333,0.025065104166666668,0.5833333333333334,0.48226776613098365,True,True,True,True,True,True
GRB250703380,3.84,0.286,1.792,0.143,17.3398,2.4124,26.14,1.18,0.21666666666666667,0.016137152777777778,0.4666666666666667,0.050939491104196113,False,False,True,False,True,False
GRB250603426,32.768,1.145,11.776,1.28,7.838,1.6932,26.36,7.82,0.10937499999999999,0.003821849822998047,0.359375,0.04103132799808669,False,True,True,True,True,False
